# salmonsen/2/4/Articles.lst
#
index|Titel og indhold|0001 0003
|Britolit, et Mineral af kompliceret Sammensætning|0037
|Britomartis, græsk Gudinde, hvis Dyrkelse hørte hjemme paa Kreta|0037
|Briton Ferry, By i det sydlige Wales, Glamorganshire|0037
|Britschu, se Jangtsekiang|0037
|Britz, B. bei Berlin, Landsby i Preussen, Prov. Brandenburg|0037
|Brive la Gaillarde, By i det sydvestlige Frankrig, Dept Corrééze|0037
|Brix, se Brüx|0037
|Brix, Christian Karl, dansk Skolemand og Politiker, (1820-1908)|0037
|Brix, Hans, dansk Litteraturhistoriker,(1870- )|0037
|Brix, Harald Frederik Valdemar, dansk Socialdemokrat, (1841-1881)|0037-0038
|Brixllum (nu Brescello), By i Gallia cispadana ved Padus (Po)|0038
|Brixen (ital. Bressanone), By i Østerrig, den sydlige Del af Tyrol|0038
|Brixenthal, en Alpedal i det nordøstlige Tyrol|0038
|Brixham, Havnestad i Devonshire, det sydvestlige England|0038
|Brixia, se Brescia og Bresse|0038
|Brixlegg, Landsby i Tyrol, SV. for Rattenberg|0038
|Brixton, Bydel i den sydlige Part af London, hørende til Distriktet Lambeth|0038
|Briza L., Slægt af Græsfam. (Svingel-Gruppen)|0038
|Brizard, Jean Baptiste, kaldet Britard, fr. Skuespiller (1721-91)|0038
|Brizeux, Julien Auguste Pélage, fr. Digter,(1803-1858)|0038
|Brizo, gr. Gudinde, der dyrkedes paa Øen Delos|0038-0039
|Brjámslækur, en Præstegaard i det nordvestlige Island, ved Vatnsfjörður|0039
|Brjansk, By i Storerusland, Guv. Orel|0039
|Brjusov, Valérij Jakovlevitsch, russ. Digter og Kritiker, (1873- )|0039
|br. m., Forkortelse for brevi manu (s. d.)|0039
|Broaag, se Aag og Broer (Træbroer, Jernbetonbroer og Jernbroer over fl. Aabninger)|0039
|Broach, se Barotsh|0039
|Broadhurst, Henry, eng. Politiker (1840-1911)|0039
|Broad Law, Bjerg i den nordøstlige Del af Hartfell i Sydskotlarid, 839 m højt|0039
|Broadstairs, By og Søbadested i England, Grevskabet Kent|0039
|Broadway (Bredgade), Hovedgaden i New York|0039
|Broadwood and Sons, Pianofortefabrik i London, anlagt 1732|0039
|Broager, Landsby i Sønderjylland, ligger paa den c. 47 km2 store Halvø Broagerland|0039-0040
|Broang, d. s. s. Borenda|0040
|Broarbejde, se Tænder|0040
|Brobane, se Broer|0040
|Brobdingnag i J. Swift's »Gullivers Rejser«, Navn paa Kæmpernes Land|0040
|Broberg, Christian August, dansk Købmand og Politiker, (1811-1886)|0040
|Broberg, Severin Carl Olfert Fischer, dansk Skolemand og Forf. (1822-1900)|0040
|Brobygaard, Hovedgaard i Salling Herred, S. f. Faaborg, Hovedsæde i Grevskabet Muckadell|0040
|Brobyggerbrødrene (fratres pontifices) var et fr. Broderskab, der anlagde og vedligeholdt Broer, Færger, Veje og Herberger|0040
|Brobyværk, Landsby midt i Fyn (Sønder-Broby Sogn, Salling Herred, Svendborg Amt)|0040
|Broca, Paul, fr. Kirurg og Antropolog, (1824-1880)|0040-0041
|Broca'ske Vinding, se Hjerne|0041
|Brocchi, Giovanni Battista, ital. Digter, Naturforsker og Rejsende (1772-1826)|0041
|broccoli, se Kaal|0041
|Broch, Jens Peter, norsk Orientalist, (1819-1886)|0041
|Broch, Lars Marius Bing, norsk Militær og Topograf (1826-82)|0041
|Broch, Olaf, norsk Slavist, (1867- )|0041
|Broch, Ole Jacob, norsk Matematiker, Fysiker, Socialøkonom og Politiker, (1818-1889)|0041-0043
|Broch, Theodor Christian, norsk Ingeniørofficer og Forf. (1796-1863)|0043
|Brochantit, Mineral af Sammensætning 4CuO.SO<sub>3</sub>.3H<sub>2</sub>O|0043
|Broche, Bryst- ell. Halssmykke for Kvinder, oftest fastgjort med en fjedrende Naal|0043
|brocherede Tøjer kaldes Tøjer, ved hvilke Mønstret bestaar af frit staaende Figurer, dannede ved Figurislætten|0043
|Brochering, løs Hæftning, se Bogbinderi. Se ogsaa brocherede Tøjer|0043
|Brochmand, Jesper, kgl. Sekretær, (1488-1572)|0043
|Brochmand, Jesper Rasmussen, dansk Teolog, (1585-1652)|0043-0044
|Brochure (fr.), Flyveskrift; lille hæftet Bog|0044
|Brock, dansk Slægt, se Brok|0044
|Brock, Gustav Edvard, dansk Retskyndig og Politiker, (1816-1878)|0044
|Brock, Ludvig Frederik, dansk og norsk Officer, (1774-1853)|0044
|Brock, Niels, dansk Handelsmand og Legatstifter, (1731-1802)|0044
|Brock, Peter Michael Johan, dansk Numismatiker, (1842-1906)|0044
|Brock, Thomas, eng. Billedhugger, (1847- )|0044-0045
|Brockdorff, en gl. holstensk Adelsslægt|0045
|Brockelmann, Carl, tysk Orientalist, (1868- )|0045
|Brocken, i Folkemunde kaldet Blocksberg, det højeste Punkt i Bjergpartiet Harzen, 1142 m|0045-0046
|Brockenhuus, gl. dansk Adelsslægt|0046-0047
|Brockenhuus, Frans, dansk Rigsmarsk (1518-69)|0047
|Brockenspøgelse. Paa en Bjergtop kan det hænde, at man faar sin egen Skygge at se paa forbidrivende Taagemasser|0047
|Brockhaus, Friedrich Arnold, Grundlæggeren af en af de største Bogforretninger i Tyskland, (1772-1823)|0047-0048
|Brockhaus, Hermann, tysk Orientalist, (1806-1877)|0048
|Brockmann, Johan-Franz Hieronymus, tysk Skuespiller (1745-1812)|0048
|Brockport, By i U. S. A., Stat New York|0048
|Brockton, By i U. S. A., Stat Massachusetts|0048
|Brockville, By i Dominion af Canada, Prov. Ontario|0048
|Brod. Ved B. forstaas i daglig Tale inden for Zoologien det Stikkeapparat|0048
|Brod (bot.) er en stivere, børste- ell. haarformet Fremragning fra Spidsen af et Organ|0048
|Brod (Søv.), den toppede hvide Kam, der fremkommer paa en Bølge, naar dennes øverste Del »vælter over«|0048-0049
|Brod, se Böhmisch-B.og Deutsch-B.|0049
|Brod, By og Fæstning i Kroatien-Slavonien, Komitat Pozega, ved Save|0049
|brodde, se Skærpning|0049
|Broder forekommer undertiden som Mands-navn hos de got. Folk|0049
|Broderfolkenes Vel (Oscar II's Valgsprog) var Navnet paa en Sammenslutning af Nordmænd og Svenskere|0049
|Broderi udføres med Naal og Traad som Haandarbejde ell. paa Maskine|0049-0052
|Broder Jonathan, Øgenavn paa det nordamerikanske Folk.|0052
|Broderkredsen paa Havet, se Sømandsmission.|0052
|Broderlod kaldtes den større Arvelod, en Søn efter ældre skandinavisk Ret modtog i Forhold til Datter|0052
|Brodersen, Abraham, se Baad.|0052
|Brodersilke, en særlig Slags Silke, der tvindes af Raasilke med meget ringe Snoning|0052
|Broderskaber, religiøse|0052-0053
|Brodfrø (Xanthium L.), Slægt af Kurvblomstrede (Asters-Gruppen)|0053
|Brodie, Sir Benjamin Collins, eng. Kirurg (1783-1862)|0053
|Brodrager, se Broer.|0053
|Brodrick, William St. John Freemantle, eng. Statsmand, (1856- )|0053
|Brodsky, Adolf, Violinist, (1851- )|0053
|Brodsø, se Brod (Søv.).|0053
|Brody, By i den østlige Del af det østerrigske Landskab Galizien|0053
|Brodzinski, Kazimierz, polsk Digter og Kritiker, (1791-1835)|0053
|Brodzki, Victor Lodzia, polsk Billedhugger, (1825-1904)|0053-0054
|Broek (B. i Waterland), Landsby i den holl. Prov. Nordholland, 7 km NØ. f. Amsterdam|0054
|Broekvipage, se Brotrain.|0054
|Broen, A. L, se De Broen.|0054
|Broen, Store Bælt, et Flak med 9 à 13 m Vand, der skyder sig fra Nordenden af Langeland|0054
|Broens Rev, Bornholms Østkyst, mellem Neksø og Due Odde|0054
|Broer er Bygværker, ved hvilke Færdselsveje ell. Vandledninger o. 1. føres over en Hindring|0054-0073
|Broer(paa Skibe), en let Opbygning over Dækket, fra hvilken et Skib styres og manøvreres|0073
|Brofeldt, Johan (kaldes altid med Forfatternavnet Juhani Aho), finsk Forf., (1861- )|0073-0074
|Brofferio, Angelo, ital. Forf., (1802-1866)|0074
|Brog (Søv.). Forstøtning til Fartøjerne i et Skib|0074
|Broge, Hans, dansk Forretningsmand, (1822-1908)|0074
|Brogeblit, se Klyde.|0074
|broget Blymalm, d. s. s. Pyromorfit (se Apatit).|0074
|broget Fluesnapper, se Fluesnappere.|0074
|broget Kobbermalm (Bornit) er et Mineral efter Formlen Cu<sub>3</sub>FeS<sub>3</sub>|0074-0075
|broget Sandsten, en særlig i Tyskland anvendt Betegnelse for den ældste Etage af Triasformationen (s. d.).|0075
|Broglie,|0075
|1) Charles François, Greve af (1719-81)|0075
|2) Claude Victor, Prins af (1757-94)|0075
|3) François Marie, Hertug af, Marskal af Frankrig (1671-1745)|0075
|4) Victor Francois, Hertug af, Marskal af Frankrig, (1718-1804)|0075
|5) Achille Léonce Charles Victor, Hertug af, (1785-1870)|0075
|6) Albert, Hertug af, (1821-1901)|0075-0076
|Broglio, Emilio, ital. Politiker og Forf. (1814-92)|0076
|Brogniart, se Brongniart|0076
|Brohan,|0076
|1) Augustine Suzannne, fr. Skuespillerinde (1807-87)|0076
|2) Josephine Félicité Augustine, fr. Skuespillerinde, (1824-1893)|0076
|3) Emilie Madelaine, fr. Skuespillerinde, (1833-1900)|0076
|Brohartkorn, se Hartkorn,|0076
|Bro Herred, se Brusk.|0076
|Broholm, Hovedgaard i Gudme Herred, NØ f. Svendborg|0076-0077
|Brohoved er et Befæstningsanlæg, som sikrer Forsvareren den uhindrede Brug af en Bro, et Pas ell. anden vanskelig Overgang|0077
|Broisat, Emilie, fr. Skuespillerinde, (1848- )|0077
|Brok er den sygelige Tilstand, hvorved en af Indvoldene træder ud af sin naturlige Beliggenhed og frem gennem en Spalte|0077-0078
|Brok (Brock), en uddød dansk Adelsslægt, der kendes fra Slutn. af 13. Aarh.|0078-0079
|Brok, Eske, dansk Rigsraad, til Vemmetofte, Estrup og andre Herregaarde, (1560-1625)|0079
|Brokade, svære Silkestoffer med ivævede Guld- og Sølvfigurer og -ornamenter|0079
|Brokadeglas, se Glas.|0079
|Brokadepapir, se Brokade.|0079
|Brokat bruges som Betegnelse for de forskellige Bronzefarver, Bronzepulvere|0079
|Brokatelle, se Brokade.|0079
|Brokbaand, en Bandage, hvorved man holder et Brok inde|0079-0080
|broken down, d. s. s. brudt ned (s. d.).|0080
|Broken Mill, Bjergværksby i det indret af den britisk-australske Koloni New South Wales|0080
|Broker (eng.), Mægler|0080
|Brokfugle. (Charadriidæ) med ret korte, kraftige, i øvrigt højst forsk. formede Næb, de forholdsvis lave og kraftige Ben med lille ell. manglende Bagtaa|0080-0081
|Brokkenhuus, dansk Slægt, se Brockenhuus.|0081
|Brokkniv (Herniotoni), en alm. krummet med Endeknop forsynet Kniv, benyttet ved Operationen for indeklemt Brok (Herniotomi)|0081
|Brok og Sindre, nordisk Mytologi; to Dværge, der smedede Asernes Klenodier.|0081
|Brokorn var tidligere Navnet paa en Afgift i Korn, bestemt til Anlæg ell. Vedligeholdelse af Broer|0081
|Broksnider, en Art Specialister, der i tidligere Tid, uden at være Læger, havde lagt sig efter at »helbrede« for Brokskade|0081
|Broksæk, se Brok.|0081
|Brokurt, se Brudurt.|0081
|Brolæggerjomfru, se Brolægning.|0081
|Brolægning er en Vejbefæstelse, som udføres med større ell. mindre Blokke af Sten|0081-0083
|Brolægningskommission kaldtes i tidligere Tid en i Kbhvn bestaaende kommunal Kommission|0084
|Brolægningsskat kaldes en særlig kommunal Skat, som i Kbhvn erlægges af alle indenbys Ejendomme|0084
|Brom, Br = 79,92, er et engyldigt Grundstof, der hører til Halogenernes Gruppe|0084
|Bromal, Tribromaldehyd, CBr<sub>3</sub>.COH|0084
|Bromalhydrat, se Bromal.|0084
|Bromalin, Bromalium, Bromoformin, Bromætylformin, er Heksametylentetramin-Ætylbromid (CH<sub>2</sub>)<sub>6</sub>N<sub>4</sub>]C<sub>2</sub>H<sub>5</sub>Br|0084
|Bromammonium, se Ammoniumbromid.|0084
|Bromargyrit, d. s. s. Bromsølv.|0084
|Bromarsen, se Arsenbromid.|0084
|Bromater, bromsure Salte|0084
|Bromatografi (gr.), Beskrivelse af Næringsmidlerne. Bromatologi, Lære om Næringsmidlerne.|0084
|Bromberg, Begeringsdistrikt i den nordøstlige Del af preuss. Prov. Posen|0084-0085
|Brombrinte, HBr, kan dannes ved direkte Forening af Brom og Brint ved højere Temp.|0085
|Brombær (norsk Bjørnebær ell. Brambær) er en folkelig Benævnelse for forsk. Rubus-Arter|0085
|Bromeigon et hvidt, uopløseligt Pulver uden Lugt og Smag|0085
|Bromeliaceæ, se Ananasfamilien.|0085
|Brometoden til Etablering af Duplekstelegrafering, se Telegraf.|0085
|Bromider, Salte af Brombrintesyren eller Forbindelser af Metaller med Brom|0085
|Bromios, se Dionysos.|0085
|Brormpin, Bromfedt, en gul Vædske af olieagtig Smag|0085
|Bromisme kaldes de ved Brugen af Brompræparater Optrædende Forgiftningstilfælde|0085-0086
|Bromit, d. s. s. Bromsølv.|0086
|Bromkadmium, se Kadmiumbromid.|0086
|Bromkalium, K. Br., er et Salt, som danner hvide ell. farveløse terningformede Krystaller|0086
