# salmonsen/2/2/Articles.lst
#
index|Titel og indhold|0001 0003
|Statsmand (1798-1861)|0140
|Árni Magnusson, se Magnusson, A.|0140
|Arnimit|0140
|Árni Þórlaksson, isl. Biskop (1237-1298)|0140
|Arnkilsøre|0140
|Arnljot Gelline|0140
|Arnmødling-Ætten|0140-0141
|Arno (lat. Arnus), Mellemitaliens næststørste Flod|0141
|Arno, Laguneø i Ratak-gruppen af Marshalløerne|0141
|Arno (Arn) af Salzburg|0141
|Arnobius (den Ældre), Retor i Sicca|0141
|Arnold|0141
|Arnold|0141
|Arnold, Arthur, Sir, eng. Politiker og Forf. (1833-1902)|0141-0142
|Arnold, Carl, Musiker (1794-1873)|0142
|Arnold, Edwin, Sir, eng. Digter, Sanskritforsker og Journalist (1832-1904)|0142
|Arnold, Gottfried, luth. Mystiker og Kirkehistoriker (1666-1714)|0142
|Arnold, Juri von, russisk Musiker (1811-98)|0142
|Arnold, Matthew, eng. Forf. (1822-1888)|0142-0143
|Arnold, Samuel, eng. Komponist (1740-1802)|0143
|Arnold, Thomas, eng. Skolemand (1795-1842)|0143
|Arnold, Wilhelm Daniel (1810-79), schweizisk Døvstummelærer|0143
|Arnold fra Brescia|0143-0144
|Arnold fra Lübeck, Historieskriver|0144
|Arnold-Forster, Hugh Oakeley, eng. Statsmand, f. 1855|0144
|Arnoldi, Ernst Wilhelm (1778-1841)|0144
|Arnoldi, Wilhelm, Biskop i Trier (1798-1864)|0144
|Arnoldister|0144
|Arnoldson, Carl Oskar, sv. opearsanger (1830-1881)|0144-0145
|Arnoldson, Klas Pontus, sv. Forf., f. 1844|0145
|Arnoldsson, Sigrid, se Fischof|0145
|Arnoldt, Hans Jacob, norsk Officer (1669-1758).|0145
|Arnoldus (Arnold), Islænder, d. s. s. Arnald Thorvaldssøn.|0145
|Arnolfo di Cambio, ital. Arkitekt|0145
|Arnon|0145
|Arnor|0145
|Arnór Tordsøn|0145
|Arnór Tumason, islandsk Høvding, d. 1221|0145-0146
|Arnoseris, se Svineøje|0146
|Arnotto, se Orlean|0146
|Arnould, Madeleine Sophie, fr. Sangerinde (1744-1803)|0146
|Arnould-Plessy, Jeanne Sylvanie, fr. Skuespillerinde (1818-1897)|0146
|Arnsberg|0146
|Arnstadt|0146
|Arnswalde|0146
|Arntzen, norsk Slægt|0146-0147
|Arntzen, Vilhelm August|0147
|Arnulf, tysk Kejser|0147
|Arnulf, Biskop af Metz|0147
|Arnusien|0147
|Arnæs|0147
|Aroeris, se Horos|0147
|Árokszállás|0147
|Arolas, Juan, sp. Digter|0147
|Arolsen|0147
|Aroma|0147
|aromatiske Bade|0147
|aromatiske Forbindelser|0147
|aromatiske Midler|0147
|aromatisk Tinktur|0147
|Aron|0147
|Aron, P., se Aaron|0147
|Arona|0147-0148
|Aron Hjørleifsson|0148
|Aronhold, Siegfried Heinrich, tysk Matematiker|0148
|Arontnaaler, se Elektricitetsmaaler|0148
|Aronsstav, se Arum|0148
|Arosenius, Ivar Axel Henrik, svensk Maler og Tegner|0148
|Arouet|0148
|Arp|0148
|Árpád|0148
|arpeggio|0148
|arpeggione|0148
|Arpi|0148
|Arpi, Oscar Adalrik|0148-0149
|Arpichord, d. s. s. Harpsichord|0149
|Arpino, By i Syditalien|0149
|Arpino, il Cavaliere d', ital. Maler (1568-1640)|0149
|Arpinum, se Arpino|0149
|Arqua, A. del Monte, Landsby i Norditalien|0149
|Arquerit, se Amalgam|0149
|Arracácia, Slægt af Skærmplanterne|0149
|Arrah, Hovedstad i Distriktet Schahabad i den britisk-indiske Prov. Bengalen|0149
|Arrak|0149
|Arrakan, d. s. s. Arakan|0149
|Arran, Ø i Firth of Clyde|0149
|arrangere|0149
|Arranøerne, se Aranøerne|0149
|Arras, Hovedstad i det nordfranske Dept Pas-de-Calais|0149-0150
|Arrazzi, ital. Betegnelse for vævede Tæpper og Tapeter fra Arras|0150
|Arrebo, Anders Christensen, dansk Digter, f. 1587|0150-0151
|Arrecife, By paa den kanariske Ø Lanzarote|0151
|Arrée, Montagnes d', en lav, plateauagtig Højderyg paa Halvøen Bretagne|0151
|Arrende, sv. Ord for Forpagtning.|0151
|Arreskov, Hovedgaard i Salling Herred (Fyn)|0151
|Arreskov Sø, Fyns største Indsø|0151
|Arrest|0151-0153
|Arrest, Heinrich Louis d', Astronom (1822-1875)|0153
|Arrestant, den, der i Henhold til Retsdekret er hensat i Varetægtsfængsel|0153
|Arrestatus, se Arrest (civil A.)|0153
|Arrestdekret, Beslutning af Retten om, at Arrest skal finde Sted|0153
|Arrestforfølgningssag|0153
|Arrestrekvirent, se Arrest (civil A.)|0153
|Arresø, Danmarks største Indsø|0153-0154
|arrêt, en Øvrighedsordre ell. Arrestbefaling i Frankrig|0154
|arrêt de prince|0154
|arretinske Kar|0154
|Arretium, se Arezzo|0154
|Arretraktion, se Ar|0154
|arrha, rom. Retsudtryk|0154
|Arrhenal, Natriummetylarsenat|0154
|Arrhenatherum, se Draphavre|0154
|Arrhenius, Carl Axel, svensk Kemiker (1757-1824)|0154
|Arrhenius, Johan, sv. Botaniker og Agronom (1811-1889)|0154-0155
|Arrhenius, Svante August, sv. Kemiker og Fysiker, f. 1859|0155
|Arrhidaios, Søn af Filip af Makedonien|0155
|Arria, Romeren Cæcina Pætus' heltemodige Hustru|0155
|Arrianos, Flavius, gr. Forf.|0155-0156
|Arriaza y Superviela, Juan Bautista de, spansk Digter (1770-1837).|0156
|Arrièregarde|0156
|Arrieta, Juan Emilio, spansk Komponist (1823-94)|0156
|Arrighi, Jean Toussaint A. de Casanova, Hertug af Padova, fr. General (1778-1853)|0156
|Arrius, Quintus, rom. Prætor (73 f. Kr.)|0156
|arrivere|0156
|arrogant|0156
|arrogatio, se Adoption|0156
|Arrol, Sir William, eng. Jernkonstruktions-Ingeniør og -Entreprenør, f. 1839|0156-0157
|Arrón, Cecilia de, sp. Romanforfatterinde (1796-1877)|0157
|arrondere|0157
|Arronderingspolitik, se arrondere|0157
|Arrondermaskine|0157
|arrondissement|0157
|Arrosement|0157
|Arroux, Biflod til Loires højre Bred|0157
|Arrow-root|0157-0158
|Arrowsmith, Aron, eng. Kartograf (1750-1824)|0158
|Arroyo, A. del Puerco, By i det vestlige Spanien|0158
|Arru-Øerne, d. s. s. Aru-Øerne|0158
|ars|0158
|Ars|0158
|Arsacetin|0158
|Arsakes, se Arsakider|0158
|Arsakider|0158
|Arsakide-Øerne, se Salomons-Øerne|0158
|Arsamas, By i Rusland|0158
|Arschin, den russiske Alen|0158
|Arschis, Argesu, Biflod til Donau|0158
|Arsen|0158-0159
|Arsenal, se Tøjhus|0159
|Arsenantimon, d. s. s. Antimonarsen|0159
|Arsenblende, gul, d. s. s. Auripigment|0159
|Arsenblomst, d. s. s. Arsenolit|0159
|Arsenbrinte, Arsenikbrinte, Arsin|0159
|Arsenbromid, Bromarsen|0159
|Arsenfalerts, se Falerts|0159
|Arsenfluorid|0159
|Arseniater, se Arsensyre og Arsensure Salte|0159
|Arsenicit, d. s. s. Farmakolit|0159
|Arsenider, d. s. s. Arsenmetaller|0159
|Arsenik|0159
|Arsenikforgiftning|0159-0160
|Arsenikvask|0160
|Arsenioplelt (Mineral)|0160
|Arsenios, græsk Patriark, d. 1267|0160
|Arseniosiderit (Mineral)|0160
|Arsenit, d. s. s. Arsenolit|0160
|Arsenius, 1) Johan Georg, sv. Hestemaler (1818-1903)|0160
|Arsenius, 2) Karl Georg, Dyr- og Landskabsmaler, f. 1855|0160
|Arsenjern (Löllingit)|0160
|Arsenjernsinter ell. Pitticit|0160
|Arsenjodid, Jodarsen|0160
|Arsenkis|0160
|Arsenklorid, Arsentriklorid, Arsenikklorid, Klorarsen|0160
|Arsenkobber, se Domeykit|0160
|Arsenmangan ell. Kaneit|0160
|Arsenmetaller|0160-0161
|Arsennikkel ell. Kobbernikkel|0161
|Arsennikkelglans, se Gersdorffit|0161
|Arsenokrokit, d. s. s. Arseniosiderit|0161
|Arsenolit, ogsaa kaldet Arsenit ell. Arsenblomst|0161
|Arsenopyrit, d. s. s. Arsenkis|0161
|Arsenosiderit, d. s. s. Arsenjern|0161
|Arsenotellurit|0161
|Arsenrubin, se Arsensulfider|0161
|Arsensinter, d. s. s. Skorodit|0161
|Arsenspydglans, d. s. s. Antimonarsen|0161
|Arsensulflder|0161
|arsensure Salte, arseniksure Salte, Arseniater|0161-0162
|Arsensyre, Arseniksyre|0162
|Arsensyreanhydrid, Arseniksyreanhydrid, Arsenpentoxyd|0162
|arsensyrlige Salte, Arseniter|0162
|Arsensyrling, se Arsensyrlinganhydrid|0162
|Arsensyrlinganhydrid, Arsensyrling, Arseniksyrling|0162-0163
|Arsensølv|0163
|Arsensølvblende, d. s. s. lys Rødgylden|0163
|Arsinoë|0163
|Arsinoë, 1) Datter af Ptolemaios I|0163
|Arsinoë, 2) Datter af Ptolemaios III Euergetes|0163
|Arsinoë, 3) Datter af Ptolemaios XI Auletes|0163
|Arsis|0163
|ars longa, vita brevis, »Kunsten er lang, Livet kort«|0163
|Arsonval, d', Arsène, fransk Fysiolog, f. 1851|0163
|ars poetica, se Horatius|0163
|Arstal, Aksel Kristian Andersen, norsk Geograf og Pædagog, f. 1855|0163-0164
|Arsuk, beboet Plads paa Vestkysten af Grønland|0164
|Art (Filosofi)|0164
|Art (Zoologi, Botanik og Mineralogi)|0164-0165
|Arta, By i det nordvestlige Grækenland|0165
|Arta, By paa den sp. Ø Mallorca|0165
|Artabanos, se Parthien.|0165
|Artabazos, 1) Farnakes' Søn|0165-0166
|Artabazos, 2) General hos Artaxerxes Mnemon|0166
|Artabotrys R. Br., Slægt af Anonaceerne|0166
|Arta-Bugten, den ambrakiske Bugt|0166
|Arta-Floden, Artinós, Oldtidens Arachtos, Flod i det nordvestlige Grækenland|0166
|Artaki, tyrk. Erdek, gi By i Lilleasien|0166
|Aftal, Rotal ell. Retal, marokkansk »maurisk« Handelsvægt|0166
|Artamus, se Svalestære|0166
|Artan, de Saint Martin, Louis, belg. Landskabsmaler (1837-1890)|0166
|Artaxata, i Oldtiden Hovedstaden i Stor-Armenien|0166
|Artaxerxes, gr. Gengivelse af det oldpersiske Navn Artakhschasa|0166-0167
|Artaxias, den første Konge af Stor-Armenien, se Armenien (Historie)|0167
|Arteaga, Stefano, sp. Gejstlig og Musikhistoriker, d. 1799|0167
|Artedi, Peter, sv. Naturforsker, »Iktyologiens Fader« (1705-35)|0167
|arte et marte (lat.), med Kunst og Krig|0167
|Artefakt (lat.), Kunstprodukt|0167
|Artel|0167
|Artemia Leach, en Slægt af Smaakrebs, se Bladfødder|0167
|Artemidoros, 1) Geograf fra Efesos, c. 100 f. Kr.|0167
|Artemidoros, 2) med Tilnavnet Daldianos, fra Efesos, c. 150 e. Kr.|0167
|Artemis, gr. Gudinde|0167-0169
|Artemisia L. (Bynke)|0169-0170
|Artemisia, 1) Datter af Lygdamis, Dronning over Halikarnassos og Kos|0170
|Artemisia, 2) Dronning af Karien, gift med sin Broder Mausollos|0170
|Artemision, gr., Helligdom for Gudinden|0170
|Artemis|0170
|Artemon|0170
|Artemus Ward, se Browne|0170
|Artenay, Flække i det fr. Dept Loiret|0170
|arte peritus (lat.), Fagmand, sagkyndig|0170
|Arteria anonyma, se Anonyma|0170
|Arterie, Pulsaare|0170
|Arteriebetændelse|0170-0173
|arteriel|0173
|Arteriitis, Arteriebetændelse|0173
|Arteriosklerose, se Arteriebetændelse|0173
|Artern, By i det preussiske Regeringsdistrikt Merseburg|0173
|artesisk Brønd, se Brønde|0173
|artes liberales (lat.), de fri, de skønne Kunster|0173
|Artevelde, Jakob van, navnkundig flandersk Patriot|0173
|Arth eller Art, Flække i det schweiziske Kanton Schwyz|0173
|Arthois, d', Jacques, flamsk Landskabsmaler, f. i Brussel 1613|0173
|Arthr- og Arthro- (gr.), Led-|0173
|Arthralgi (gr.), Ledsmerter|0173
|Arthritis (gr.), se Gigt|0173
|Arthritis defórmans|0173-0174
|Arthrocace (gr.), ældre Betegnelse for de alvorligere Former af kronisk Ledbetændelse|0174
|Arthrodyni (gr.), Ledsmerter|0174
|Arthroitis (gr.), Ledbetændelse|0174
|Arthroplastik (gr.), Leddannelse|0174
|Arthropoda, se Leddyr|0174
|Arthrosis (gr.), Led|0174
|Arthrospongus (gr.), Ledsvamp, forældet Betegnelse for visse kroniske Ledbetændelser|0174
|Arthróstraca, se Ringkrebs|0174
|Arthur, se Artus|0174
|Arthur af Bretagne, Søn af Henrik II Plantagenet's tredieældste Søn Gotfred, f. 1186|0174
|Arthur, Chester Allan, Præsident for de Forenede Stater i Nordamerika 1881-85 (1830-1886)|0174
|Articulata, se Leddyr|0174
|Articulatio (lat), Led, Ledforbindelse|0174
|articuli fidei, Troens Artikler|0174
|artifex (lat.), Kunstner, Haandværker|0174
|artificiel (fr.), kunstig, kunstmæssig ; artificiøs, kunstfuld, fin, snu|0174
|Artikel, 1) (dogm.), se articuli fidei.|0174
|Artikel, 2) (gramm.) er Benævnelsen paa et Par Smaaord, der opstilles som en særlig Ordklasse|0174-0175
|Artikulation (dent.)|0175
|Artikulation (lat.) betegner de menneskelige Taleorganers Virksomhed|0175
|artikulere, se Artikulation|0175
|Artilleri|0175-0178
|Artilleriangreb benævnes undertiden det afkortede Angreb (s. d.) paa Fæstninger|0178
|Artilleribedækning, se Kanonbedækning|0178
|Artillerikorps|0178
|Artillerimaalestok|0178
|Artilleristab|0178
|Artilleritræ|0178
|Artinit, et rombisk Mineral|0178
|Artiodactyla, se Klovdyr|0178
|Artiskok (Cynara L.), Slægt af Kurvblom-strede (Tidsel-Gruppen)|0178-0179
|Artist (fr.), Kunstner|0179
|Artium, examen artium (jfr artes liberales), Studentereksamen|0179
|artium liberalium magister, se Magister|0179
|Artocarpus Forst., Slægt af Morbærfam|0179-0180
|Artois, en gl Prov. i Nordfrankrig|0180
|Artôt, 1) Alex an der Joseph Montagney, Violinist (1815-1845)|0180
|Artôt, 2) Désirée Marguerite Josephine Montagney (1835-1907)|0180
|Arts, Herred i det nordvestlige Sjælland|0180
|artsegen bruges i Biologien som Modsætning til artsfremmed|0180-0181
|artsspecifik|0181
|Artus|0181
|Artusi, Giovanni Maria|0181
|Artvin|0181
|Artz, David Adolf Constant, holl. Genremaler (1837-1890)|0181-0182
|Aruba|0182
|Arum|0182
|Arumfamilien|0182
|Arundel|0182-0183
|Arundel, Thomas Howard, Jarl af A., Surrey og Norfolk (1585-1646)|0183
|Arundel-Society|0183
|Arundinariæ Michx|0183
|Arundo L.,|0183
|Arup, Erik, dansk Historiker, f. 1876|0183
|Arup, Jens Lauritz, norsk Biskop (1793-1874)|0183
|Arup, Jens Simon Johannes, dansk Veterinærkonsulent (1844-1911)|0183-0184
|Arussi|0184
|Aruwimi|0184
|Aru-Øerne|0184
|Arv (dansk Mandsnavn)|0184
|Arv|0184-0185
|Árva|0185
|Arvad|0185
|Arvalbrødre|0185
|Arvalguddomme|0185
|Arve|0186
|Arve (Bjergflod)|0186
|Arveafgift|0186-0187
|Arveafkald|0187
|Arvebed|0187
|Arvebog|0187
|Arvefald|0187-0188
|Arvefaldsret|0188
|Arveforskud|0188
|Arvefæste|0188
|Arvefæstebrev|0188
|Arvefølge|0188-0189
|Arvejord|0189
|Arvekøb|0189
|Arvelader|0189
|Arvelegitimationstingsvidne|0189
|Arvelighed|0189-0195
|Arvelod|0195-0196
|arveløs|0196
|Arvepagt|0196
|Arveprins|0197
|Arveret|0197
|Arvérnerne|0197
|Arvesen, Arve, norsk Violinist, f. 1869|0197
|Arvesen, Ole, norsk Skolemand, Journalist og Politiker, f. 1830|0197
|Arveskifte, se Dødsboskifte|0197
|Arvesynd|0197-0199
|Arveudlæg|0199
|Arveyron|0199
|Arveøl|0199-0200
|Arvicola, se Markmus|0200
|Arvid, se Arv|0200
|Arvika|0200
|Arving|0200
