# salmonsen/2/9/Articles.lst
#
index|Titel og indhold|0003 0005
|Gral ell. Graal|0023-0024
|Grallæ, Grallatores|0024
|Gram|0024
|Gram (Vægt)|0024
|Gram (Hovedgaard)|0024
|Gram, Frederik Terkel Julius|0024-0025
|Gram, Gregers Winther Wulfsberg|0025
|Gram, Hans|0025-0026
|Gram, Hans Christian Joachim|0026-0027
|Gram, Jens Bille|0027
|Gram, Johan|0027
|Gram, Johan Wibe Mortensen|0027
|Gram, Jørgen Pedersen|0027
|Gram, Peder|0027
|Gram-Atom|0027
|Gramineæ|0027
|Graminol|0027
|Gramkalorie|0027
|Grammar school|0027
|Grammatik|0027-0028
|grammatikalsk|0028
|grammatikalsk Accent|0028
|Grammatiker|0028
|grammatiske Afhandlinger|0028
|Grammatisme|0028
|Grammatit|0028
|Gramme, Zénobe Théophile|0028-0029
|Gramme's Maskine|0029
|Grammichele|0029
|Grammofon|0029
|Grammolekyl|0029
|Grammont|0029-0030
|Grammont, Maurice|0030
|Grammos|0030
|Gramont|0030
|Gramont, Antoine Agénor, Hertug af|0030
|Grampian-Bjergene|0030-0031
|Gram's Farvning af Bakterier.|0031
|Gramvold|0031
|Gramækvivalent|0031-0032
|Gran (Herred)|0032
|Gran (Komitat og By i Ungarn)|0032
|Gran (Flod)|0032
|Gran, Gerhard v. d. Lippe|0032-0033
|Gran, Haakon Hasberg|0033
|Gran (Slægt af Granfamilien)|0033-0039
|Gran (Vægt)|0039
|grana|0039
|Granacci, Francesco|0039
|Granada (fordum et maurisk Rige i Spanien)|0039
|Granada (Maurisk Kongerige, Provins og dens Hovedstad)|0039-0040
|Granada (By og Dept. i Nicaragua)|0040
|Granat (Projektil)|0040-0041
|Granat (Mineraler)|0041-0042
|Granat (Farvestof)|0042
|Granatbrunt|0042
|Granatfinke|0042
|Granatgnejs|0042
|Granatgruppen|0042
|Granatguano|0042
|Granatkanoner|0042
|Granatkardæsk|0042
|Granatoeder|0042
|Granattræ|0042
|Granatæble|0042
|Granbark|0042
|Granbarklus|0042
|Granberg, Johan Olaf|0042-0043
|Granberg, Johanna Charlotte og Louise Elisabeth|0043
|Gran Canaria|0043
|gran cassa|0043
|Gran Chaco|0043
|Grand, Jens|0043
|Grand, Sarah|0043-0044
|Grand Bassam|0044
|Grand Canal|0044
|Grand Carteret, John|0044
|Grand' Combe|0044
|Grand-Croix, La|0044
|Grand Danois|0044
|Grande (Medlemmerne af Kastiliens højeste Lensadel)|0044
|Grande (se Granne)|0044
|Grande, Severin|0044
|Grandeau, Louis Nicolas|0044-0045
|Grande-Eau, La|0045
|Grandel, Lars|0045
|grande nation, la|0045
|Grandefoged|0045
|Grandestævne|0045
|grande tenue|0045
|Grande Terre|0045
|Grand' Eury, François Cyrille|0045
|grandeza|0045
|Grand Forks|0045
|Grand Haven|0045
|Grandi, Ercole di Giulio|0045
|Grandi, Giuseppe|0045
|Grandidier, Alfred og Guillaume|0045
|Grandidierit|0045
|grandios|0045
|grandioso|0045
|Grand Island|0045
|grandissimo|0045
|Grandjean|0045-0046
|Grandjean, Axel Carl William|0046
|Grandjean, Poul Bredo|0046
|grand jeu|0046
|Grand-Junction|0046
|Grand-Junction-Kanal|0046
|grand jury|0046-0047
|Grand Lake|0047
|Grand-Lieu|0047
|Grandmont-Ordenen|0047
|Grandpopo|0047
|Grandpré|0047
|Grand Pressigny|0047
|Grand prix de Paris|0047
|Grand prix de Rome|0047
|Grand Rapids|0047
|Grand River|0047
|Grand seigneur|0047
|Grandson|0047
|Grand-trunk-Kanal|0047
|Grandville|0048
|Grane|0048
|Granet, François Marius|0048
|Granfamilien|0048
|Granfelt, Aksel August|0048
|Granfelt, Axel Fredrik|0048-0049
|Grangemouth|0049
|Granges|0049
|Granikos|0049
|Granit|0049-0050
|Granit, kunstig|0050
|Granité|0050
|Granitello|0050
|Granite-Ware|0050
|Granitgnejs|0050
|Granitgrus|0050
|Granitit|0050
|Granitmarmor|0050
|Granitone|0050
|Granitpapir|0050
|Granitporfyr|0050
|Granittomarmor|0050
|Granius Licinianus|0050
|Granja, La|0051
|Grankorsnæb|0051
|Granmar|0051
|Granne|0051
|Grannelag|0051
|Granofyr|0051
|Granollers|0051
|Granosfæritter|0051
|Granquist, Per Gustaf David|0051
|Granrust|0051
|Gransanger|0051
|Gran Sasso|0051
|Gransherad|0051
|Grant, Charles|0051
|Grant, Francis|0051
|Grant, James|0052
|Grant, James Augustus|0052
|Grant, James Hope|0052
|Grant, Robert|0052
|Grant, Ulysses Sidney|0052-0054
|Grantabridge|0054
|Grant-Duff|0054
|Granth|0054
|Grantham|0054
|Granthomme, Jaques|0054
|Grantland|0054
|Granton|0054
|Grantown|0054
|Granula|0054
|Granula (i Farmacien)|0054
|Granulated|0054
|Granulation|0054-0055
|Granulationsdannelse|0055
|Granulatus-Kridt|0055
|granulere|0055
|Granulering|0055
|Granulit|0055-0056
|Granulæratrofi|0056
|granuløs|0056
|granuløs Øjenbetændelse|0056
|Granum|0056
|Granvella, Nikolas Perenot og Antoine Perenot|0056
|Granville (By i Frankrig)|0056-0057
|Granville (Forstad i Australien)|0057
|Granville, Jarl af, Leveson Gower og George Leveson Gower|0057
|Granvin|0057
|Granzow, Frederik Carl Herman|0057
|Grão, el|0057
|Graphic, Daily|0057
|Graphic, The|0057
|Graphis|0057
|Graptolitskifere|0057-0058
|Graptolitter|0058
|Gras, Felix|0059
|Grasbrook|0059
|Gras-Gevær|0059
|Graslitz|0059
|Grasmere|0059
|grassat|0059
|Grasse|0059
|Grasse, Joseph Paul|0059
|grassere|0059
|Grasset, Eugène|0059-0060
|Grasseyere|0060
|Grassi, Giovanni Battista|0060
|Grassi, Giuseppe|0060
|Grassmann, Hermann Günther|0060
|Grass Valley|0060
|Grat (skarp Kant)|0060
|Grat (Grad)|0060
|Grateloup, Jean Baptiste|0060
|Grathehede|0060
|gratia|0060
|Gratiale|0060
|Gratianus, Flavius|0060-0061
|Gratianus|0061
|Gratias|0061
|Gratie|0061
|Gratier|0061
|Gratifikation|0061
|Gratin|0061
|gratinere|0061
|Grating|0061
|Gratiola|0061
|Gratiolet, Louis Pierre|0061
|Gratiolet'ske Straaling|0061
|gratis|0061
|gratiøs|0061
|Gratjern|0061
|Gratry, Auguste Joseph Alphonse|0061
|Grattan, Henry|0061-0062
|Grattius|0062
|Grattoni, Severino|0062
|gratulere|0062
|Gratz|0062
|Grau, Andreas Christian|0062
|Grau, Peter|0062-0063
|Graubünden|0063-0065
|Graudenz|0065
|Graul, Karl Friedrich Leberecht|0065-0066
|Graulhet|0066
|Graun, Carl Heinrich|0066-0067
|Graunt, John|0067
|Graux, Charles|0067
|Grav (i Befæstningskunsten)|0067-0068
|Gravalos|0068
|Gravamen|0068
|Gravand|0068
|Grave|0068
|grave|0068
|Grave, João|0068
|Gravedona|0068
|Gravefod ell. Gravepote|0069
|Gravehvepser|0069-0070
|Gravelines|0070
|Gravelot, Hubert François Bourguignon|0070
|Gravelotte|0070-0071
|Gravemaskiner|0071-0073
|Gravemus ell. Kamrotter|0073-0074
|Gravenhage, 's|0074
|Gravenstener Æble|0074
|Graver|0074
|Gravering|0074
|Graveringsmaskine|0074
|Graves (Personnavn)|0074
|Graves (se Bordeauxvine)|0074
|Graves, Robert James|0074
|Gravesend|0074
|Gravfauna|0074-0075
|Gravflankering|0075-0076
|Gravfred|0076
|Gravfund|0076
|Gravgaas|0076
|Gravhund|0076
|Gravhvælving|0076
|Gravhøje|0076-0077
|Graviditet|0077
|Graviditetsmyelitis|0077
|Gravigrada|0077
|Graville|0077
|Gravimeter|0077
|Gravina|0077
|Gravina, Carlos, Hertug af|0077
|Gravis|0077
|Gravitation|0077
|gravitere|0077
|Gravitet|0077
|Gravitet-Center|0077
|Gravjagt|0077
|Gravkamre|0077
|Gravkister|0077-0078
|Gravlaks|0078
|Gravlund, Thorkild|0078
|Gravlægning|0078
|Gravmæle|0078-0089
|Gravnedgang|0089
|Gravning|0089-0090
|Gravosa|0090
|Gravpladser|0090
|Gravplyndring|0090
|Gravrelief|0090
|Gravsaks ell. Tenaille|0090
|Gravskrift|0090-0091
|Gravsmykning|0091
|Gravso|0091
|Gravsted|0091
|Gravstele|0091
|Gravstik|0091
|Gravstikkel|0091
|Gravsænkning|0091
|Gravtavle|0091
|Gravure|0091
|Gravvaser|0091-0092
|Gravvitner|0092
|Gravvollud|0092
|Gravøl|0092
|Gravør|0092
|Gray|0092
|Gray, Asa|0092
|Gray, David|0092
|Gray, Elisha|0092
|Gray, Jane|0092
|Gray, John Edward og George Robert|0092-0093
|Gray, Stephan|0093
|Gray, Thomas|0093
|Grays Harbour|0093
|Gray's inn|0093
|Grays-Thurrock|0093
|Graz ell. Gratz|0093-0094
|Grazalema|0094
|Grazie, Marie Eugenie delle|0094
|Grazioso|0094
|Grazzini, Antonio Francesco|0094
|Greaaker|0094
|great attraction|0094
|Great Barrington|0094
|Great Cacapon|0094
|Great Crosby|0094
|Great Driffield|0094
|Great Eastern|0094-0095
|Greater Britain|0095
|Great Falls|0095
|Great Grimsby|0095
|Great Harwood|0095
|Great Primer|0095
|Great Saltlake City|0095
|Great Sandy Island|0095
|Great Western Railway|0095
|Great Yarmouth|0096
|Greb (Haandredskab)|0096
|Greb (milit.)|0096
|Grebning|0096
|Grebo|0096
|Grechetto|0096
|Greco, Gaetano|0096
|Greco, il|0096-0097
|Greco, il (se Cesati, A.)|0097
|Greco, Giachimo|0097
|Grécourt, Jean Baptiste Joseph Willart de|0097
|Gredos, Sierra de|0097
|Greef, Arthur de|0097
|Greeley, Horace|0098
|Greely (By i U. S. A.)|0098
|Greely, Adolphus Washington|0098
|Green, George|0098
|Green, John Richard|0098-0099
|Green, Mary Anne Evereth|0099
|Green, Thomas Hill|0099
|Green, Valentine|0099-0100
|Greenaway, Kate|0100
|Greenbacks|0100
|Green Bay|0100
|Greenbush|0100
|Greencastle (Havneplads i Irland)|0100
|Greencastle (By i U. S. A.)|0100
|Greene, Nathaniel|0100
|Greene, Robert|0100-0101
|Greene, Sir William Conyngham|0101
|Greenfield (By i Massachusetts, U. S. A.)|0101
|Greenfield (Byer i Indiana og Ohio, U. S. A.)|0101
|Greenheart|0101
|Green Island|0101
|Green Mountains|0101
|Greenock|0101
|Greenockit|0101
|Greenough, Horatio|0101
|Greenovit|0101
|Green River|0101
|Greensborough|0101
|Greensburgh|0101
|Greensten, Henrik Jørgen|0101
|Greenville|0101-0102
|Greenwich (Bydel af London)|0102
|Greenwich (By i U. S. A.)|0102
|Greenwich, Hertug af|0102
|Greenwood|0102
|Greenwood, Frederick|0102
|Greenwood, Grace|0102
|Greenwood, Thomas|0102
|Greetland|0102
|Greffier|0102
|Grefrath|0102
|Grefsenaasen|0102-0103
|Greg, William Rathbone|0103
|Gregariner|0103-0104
|gregatim|0104
|Gregersen, Andreas Peter Vilhelm|0104
|Gregersen, Gunnar|0104
|Gregersen, Nils Jørgen|0104-0105
|Gregersen-Saaggi, Gulbrand|0105
|Gregh, Fernand|0105
|Grégoir, Edouard Georges Jacques|0105
|Grégoire, Henri|0105-0106
|Gregor|0106-0109
|Gregoras, Nikeforos|0109
|Gregorčič, Simon|0109
|Gregor fra Nazianz|0109
|Gregor fra Nyssa|0109
|Gregor fra Tours|0109-0110
|Gregoriansk Kalender|0110
|Gregoriansk Kirkesang|0110
|Gregorios|0110
|Gregorios Thaumaturgos|0110
|Gregorius Dagssøn|0110-0111
|Gregor Lysbringeren|0111
|Gregorovius, Ferdinand|0111
|Gregorovitsch, Ivan Constantinovitsch|0111
|Gregors-Ordenen|0111
|Gregory, Augusta|0111
|Gregory, Augustus|0111
|Gregory, Caspar René|0112
|Gregory, Edward|0112
|Gregory, James|0112
|Gregr, Eduard|0112
|Greguss, Ágost|0112
|greie|0112
|Greier|0112
|Greif, Martin|0112
|Greifenberg|0112
|Greifenhagen|0112
|Greiff, Johan Ludvig Bogislau v.|0112
|Greiffenhagen, Maurice|0112-0113
|Greifswald|0113
|Greig, Samuel Carlovitsch|0113
|Greina, La|0113
|Greiner, Leo|0113
|Greiner, Otto|0113
|Greip|0113
|Greisen|0113
|Greiz|0113-0114
|Grejsdalen|0114
|Grekow, Dimitri|0114
|Grel|0114
|Grell, Eduard August|0114
|Gremiale|0114
|Gremsmühlen|0114
|Gren (Vægt)|0114
|Gren ((bot.))|0114
|Gren, Magnus og Ivar|0114-0115
|Grenaa|0115-0116
|Grenada|0116
|Grenade|0116
|Grenader|0116-0117
|Grenaderhuen|0117
|Grenadiltræ|0117
|Grenadine (Stoffer)|0117
|Grenadine (Sirup)|0117
|Grenadines|0117
|Grenafylke|0117
|Grenander, Alfred|0117
|Grenchen|0117
|Grendel|0117
|Grenelle|0117
|Grenen|0117
|Grenfell, George|0117
|Grenhaar|0117
|Grenhugst|0117-0118
|Grenié, Gabriel Joseph|0118
|Grenier, Édouard|0118
|Grenland|0118
|Grenlav|0118
|Grenmar|0118
|Grenmos|0118
|Grenna|0118
|Grennaforssa|0118
|Grenoble|0118-0119
|Grentorn|0119
|Grenville|0119-0120
|Grenville-Murray|0120
|Grenzboten|0120
|Gréoux|0120
|Grep|0120
|Grepplyng|0120
|Gresham, Thomas Sir|0120
|Gresham, William Quinton|0120
|Gresley, Henry Français Xavier|0120
|Gresly, Julius|0120-0121
|Gressenich|0121
|Gresset, Jean Baptiste Louis|0121
|Gressoria|0121
|Grethe, Carlos|0121
|Gretna Green|0121
|Grétry, André Erneste Modeste|0121-0122
|Gretsch, Nikolaj Ivanovitsch|0122
|Gretschaninov, Alexander|0122
|Grettir Ásmundsson|0122
|Grettissaga|0122-0123
|Greux, Gustave Marie|0123
|Greuze, Jean Baptiste|0123
|Greve|0123-0124
|grève|0124
|Greve, Bredo|0124
|Greve, Georg Jens|0124
|Greve, Mathias Sigwardt|0124-0125
|Grevekrone|0125
|Grevencop-Castenschiold|0125
|Grevenkop-Castenskiold, Henrik|0125
|Grevens Fejde|0125-0126
|Gréville, Henry|0126
|Greville, Robert Kaye|0126
|Grevlllea|0126
|Grévin, Alfred|0126-0127
|Grevinge|0127
|Grevskab|0127
|Grevskabsraad|0127
|Grevstad, Nikolaj Andreas|0127
|Grévy, Jules|0127-0128
|Grew, Nehemiah|0128-0129
|Grey|0129-0130
|Grey, Albert Henry George, Jarl af|0130-0131
|Grey, Edvard|0131-0132
|Grey, Jane|0132-0133
|Greyhound-Strædet|0133
|Greymouth|0133
|Greytown|0133
|Grezzana|0133
|Grhyasutra|0133
|Grib, Peder|0133
|Gribbe|0133-0135
|Gribbefalke|0135
|Gribbenille|0135
|Gribbeperlehøne|0135
|Gribeauval, Jean Baptiste Vaquette|0135-0136
|Gribebræt|0136
|Griberefleks|0136
|Gribestrop|0136
|Gribojedov|0136-0137
|Gribsjord|0137
|Grib Skov|0137
|Grid (Jættekvinde)|0137
|Grid (se Fred)|0137
|Grieben, Hermann|0137
|Grieg, Edvard Hagerup|0137-0139
|Grieg, James A.|0139-0140
|Grieg, Joachim|0140
|Grien|0140
|Griepenkerl, Christian|0140
|Griepenkerl, Wolfgang Robert|0140
|Grierson, George A.|0140
|Gries|0140
|Griesbach|0140-0141
|Griesbach, Johann Jakob|0141
|Griesheim|0141
|Griesinger, Wilhelm|0141
|Griespas|0141
|Grif|0141-0142
|Grifer|0142
|Griffel|0142
|Griffel (bot.)|0142
|Griffelhale|0142
|Griffelpude|0142
|Griffelskifer|0142
|Griffelstøtte|0142
|Griffeludvækst|0142
|Griffenfeld, Peder|0142-0146
|Griffier, Jan og Robert|0146
|Griffin|0146
|Griffith, Francis Llevellyne|0146
|Griffith, Samuel Walker|0146
|Griffith's Hvidt|0146
|Griffith's Mikstur|0146
|Griffith's Skrue|0146
|Griffon|0146
|Grif-Orden|0146-0147
|Grignan|0147
|Grignard, Victor|0147
|Grignon|0147
|Grigorescu, Nikulae John|0147
|Grigoriopol|0147
|Grigorovitsch, Dmitrij Vasiljevitsch|0147
|Grigorovitsch, Viktor Ivanovitsch|0147
|Griis|0147-0148
|Grillade|0148
|Grillenberger, Karl|0148
|Grillparzer, Franz|0148
|grill-room|0148
|Grilse|0148
|Grim|0148
|Grimaldi|0148-0149
|Grimaldi, Bernardino|0149
|Grimaldi, Francesco Maria|0149
|Grimaldi, Giovanni Francesco|0149
|Grimani, Breviarium|0149
|Grimasse|0149
|Grime|0149-0150
|Grime|0150
|Grimegarn|0150
|Grimelund, Andreas|0150
|Grimelund, Johannes Martin|0150
|Grimhild|0150
|Grimkell|0150
|Grim loddenkind|0150
|Grimm, Friedrich Melchior|0150
|Grimm, Hermann|0150-0151
|Grimm, Jakob Ludwig Karl og Wilhelm Karl|0151-0152
|Grimm, Ludwig Emil|0152
|Grimma|0152
|Grimmelshausen, Hans Jakob Christoffel von|0152
|Grimmia|0152-0153
|Grimne|0153
|Grímnismál|0153
|Grimoald|0153
|Grimod de la Reynière|0153
|Grimorium|0153
|Grímr geitskör|0153
|Grímsá|0153
|Grimsby|0153
|Grimsel|0153
|Grímsey|0153-0154
|Grímsson, Magnus|0154
|Grimstad|0154
|Grímstungnaheiði|0154
|Grímsvötn|0154
|Grind (norsk/færiøsk)|0154
|Grind|0154
|Grindavík|0154-0155
|Grindehval|0155
|Grindelwald|0155
|Grinder|0155
|Grinderslev Kloster|0155
|Grindheim|0155
|Grindsted|0155
|Grindsted Aa|0155
|Grine ved Middag|0155
|Gringoire, Pierre|0155-0156
|Grinnell|0156
|Grinnell, Henry|0156
|Grinnell Land|0156
|Griotte|0156
|Grip|0156
|Grip, Bo Jonsson|0156
|Grip, Johan Anton Wolff|0157
|Gripenberg|0157
|Gripenstedt, Johan August og Johan Theodor|0157
|Grípisspá|0157-0158
|Griplur|0158
|Gripomenus|0158
|Grippe|0158
|Gripsholm|0158
|Griqua|0159
|Griqualand|0159
|Gris (se Svin)|0159
|Gris (Kortspil)|0159
|Grisaille|0159
|Grisar, Albert|0159
|Grisebaaerne|0159-0160
|Grisebach, August|0160
|Grisebach, Edward|0160
|Griseldis|0160-0161
|Griserin.|0161
|Grisette|0161
|Grisi, Giulia og Giuditta og Carlotta|0161
|Gris-Nez|0161
|Grison, F.|0161
|Grison (se Maar)|0161
|Grisons|0161
|Griswold|0161
|Griswold, Rufus Wilmot|0161
|Grit|0161
|Grivas, Theodorakis|0161
|Grivegnée|0161
|Grivenik|0162
|Grizzlybear|0162
|Grjasovez|0162
|Gro|0162
|Groat|0162
|grober Unfug|0162
|Grobian|0162
|Grochóv|0162
|Gródek|0162
|Grodno|0162
|Grodtschilling, Bendix og Bendix og Bendix|0162-0163
|Groenlo|0163
|Groen van Prinsterer, Vilhelm|0163
|Grog|0163
|Grógaldr|0163
|Grogan, Ewart Scott|0163
|Groitzsch|0163
|Groix|0163
|Grolier, Jean|0163
|Grolman, Karl Ludwig Wilhelm von|0164
|Grolman, Karl Wilhelm Georg|0164
|Gromadki|0164
|gromaticus|0164
|Gronau|0164
|Grong|0164
|Groningen|0164-0165
|Groningerkvæg|0165
|Gronov, Johann Friedrich og Jacob|0165
|Groom|0165
|Groombridge, Stephen|0165
|Groos, Karl|0165
|Groot|0165
|Groot, Guillaume de|0165
|Groot, Jan Jakob Maria de|0165-0166
|Groote, Gerrit de|0166
|Groote Eylandt|0166
|Groot River|0166
|Gropenbrad|0166
|Gropius, Karl Wilhelm|0166
|Gropius, Martin Karl Philip|0166
|Gros (Betegnelse for forsk. Silketaft)|0166
|Gros (Talmaal)|0166
|Gros (Mønt)|0166
|Gros (milit.)|0166
|Gros, Antoine Jean|0166-0167
|Gros, Jean Baptiste Louis|0167
|Gros, P.|0167
|Grosaventurhandel og Aventurhandel|0167
|Grosaventurlaan|0167
|Grosch, Christian Henrik|0167-0168
|Grosch, Heinrich August|0168
|Grosch, Henrik August|0168
|Groschen|0168
|Groshandel|0168-0169
|Groshavari|0169
|Grosnyj|0169
|Gross, Charles|0169
|Gross, Ferdinand|0169
|Gross, Hans|0169
|Grossbeeren|0169-0170
|grosse|0170
|Grosse, Franz Theodor|0170
|Grosse, Julius Waldemar|0170
|Grossenhain|0170
|Grosser Arber|0170
|Grosserer|0170
|Grosserer-Societetet i Kjøbenhavn|0170
|grossesse nerveuse ell. indbildt Svangerskab|0170-0171
|Grosseto|0171
|Grossglockner|0171
|Grossgörschen|0171
|Grossi|0171
|Grossi, Tommaso|0171
|Grossist|0171
|Grossjägerndorf|0171
|Grosskarben|0171
|Grosslichterfelde|0171-0172
|Grossmeseritsch|0172
|Grosso, Giacomo|0172
|Gross Ottersleben|0172
|Grossröhrsdorf|0172
|Gross Salze|0172
|Grossschönau|0172
|Gross Strelitz|0172
|Grossular|0172
|Grossvenediger|0172
|Grosswardein|0172
|Grostonnage eller Grosregistertonnage|0172
|Grosvenor|0172
|Grosvenorhouse|0172
|Grot, Jakob Karlovitsch|0172-0173
|Grote, George|0173
|Grotefend, Georg Friedrich og Karl Ludwig og Hermann|0173-0174
|Grotenfelt|0174
|Grotesk (Skrifttype)|0174
|Grotesk (Ornamentform)|0174
|Grote'ske Forlag, G.|0174
|Groth, Georg Vilhelm Arnold|0174-0175
|Groth, Klaus|0175
|Groth, Paul|0175
|Grothit|0175
|Grotius, Hugo|0175-0176
|Groto, Luigi|0176
|Groton|0176-0177
|Grotta|0177
|Grotta-Ferrata|0177
|Grottaglie|0177
|Grottasöngr|0177
|Grotte (Hule)|0177
|Grotte (Kværn)|0177-0178
|Grotte, La|0178
|Grottesangen|0178
|Grottger, Arthur von|0178
|Grouchy, Emanuel|0178-0179
|Grouse|0179
|Grousset, Pascal|0179
|Grouvelle, Philippe Antoine|0179
|Groux, Charles Corneille Auguste de|0179
|grov|0179
|Grove|0179-0180
|Grove, Carl Frederik|0180
|Grove, George|0180
|Grove, Gerhard Leslie|0180
|Grove, Hans Herman Steffen|0180
|Grove, Peter Vilhelm|0181
|Grove, William Robert|0181
|Grove's Element|0181
|Grove's Flak|0181
|Grovkalk|0181
|Grovspinding|0181
|Grubb, Thomas|0181
|Grubbe|0181
|Grubbe, Marie|0181-0182
|Grubbe, Samuel|0182
|Grubber|0182
|Grube|0182
|Grube, Max|0182
|Grubedrift|0182-0186
|Grubefelt|0186-0187
|Grubegas|0187
|Grubehugorme|0187
|Grubeingeniør|0187
|Grubekompas|0187
|Grubelampe|0187
|Grubendal|0187
|Gruber, Johann Gottfried|0187
|Gruber, Max|0187
|Gruberet|0187
|Gruber-Widal's Reaktion|0187
|Grubeschov|0187
|Grube Sø|0187
|grubet|0187
|Grubetræ ell. Minetræ|0187
|Grubevand|0187
|Grubeværktøj|0187
|Grublesyge|0187
|Grue|0187-0188
|Gruič, Sava|0188
|Gruithuisen, Franz v. Paula|0188
|Grumbach, Wilhelm v.|0188
|Grumbkow, Friedrich Wilhelm|0188
|Grum Grschimajlov, Grigorij Jefimowitsch|0188
|Grumo Appula|0188
|Grund (Antagelse)|0189
|Grund (Areal)|0189
|Grund (Søv.)|0189
|Grund, Johann Gottfried|0189
|Grundakkord|0189
|Grundarfjórdr|0189
|Grundbas|0189
|Grundbegreber|0189
|Grundbesiddelse|0189-0190
|Grundblade|0190
|Grundbraad|0190
|Grundbyrde ell. Realbyrde|0190-0191
|Grundbøger|0191
|Grundejendom, Grundejer|0191
|Grundejerforeningen|0191
|Grundemann, Reinhold|0191-0192
|grunde op|0192
|grundere|0192
|Grunderemaskiner|0192
|Grundfarve|0192
|Grundfarver|0192
|Grundfjeld|0192
|Grundflade|0192
|Grundfladebaand|0192
|Grundfladetavle|0192
|Grundfodring|0192
|Grundfond|0192
|Grundfondshypotek|0192
|Grundforbedringer|0192
|Grundhøvl|0193
|Grundjern|0193
|Grundled|0193
|Grundling|0193
|Grundlinie|0193
|Grundlister|0193
|Grundlov|0193
|Grundlovsforhør|0193
|Grundmasse|0193
|Grundmur|0193
|Grundord|0193
|Grundparenkym|0193
|Grundplan|0193
|Grundrente|0193
|Grundrettigheder|0193-0194
|Grundrids|0194
|Grundrids ell. Tracé|0194
|Grundsav|0194
|Grundset|0194
|Grundskatter|0194-0195
|Grundskrift|0195
|Grundskud|0195
|Grundsluse|0195
|Grundsten|0195
|grundstillet|0195
|Grundstof|0195-0196
|Grundstreger|0196
|Grundsætning|0196
|Grundsø|0196
|Grundtakst|0196
|Grundtal ell. Kardinaltal|0196
|Grundtalje|0196
|Grundtone|0196
|Grundtov|0196
|Grundtvig|0196
|Grundtvig, Frederik Lange|0196-0197
|Grundtvig, Johan Diderik Nicolai Blicher|0197
|Grundtvig, Ludvig August|0197
|Grundtvig, Nicolai Frederik Severin|0197-0202
|Grundtvig, Svend Hersleb|0202-0204
|Grundtvigianisme|0204
|Grundundersøgelse|0204-0205
|Grundvand|0205-0206
|Grundværdistigning|0206
|Grundvæv|0206
|Gruner, Wilhelm Heinrich Ludwig|0206
|Grunert, Johann August|0206
|Grunewald|0206
|Grunker|0206
|Grunnet, Niels Pedersen|0206
|Grunsky, Karl|0206-0207
|Grunth, Poul Jakob Cornelius|0207
|Grupello, Gabriel de|0207
|Gruppe (mat.)|0207
|Gruppe (geol.)|0207
|Gruppe (parlamentarisk)|0207
|Gruppe (Søv.)|0207
|Gruppe, Otto Friedrich|0207-0208
|Gruppereaktion|0208
|gruppetto|0208
|Grus (Stenart)|0208
|Grus (i Byggeteknikken)|0208
|Grus (zool.) (astron.)|0208
|Grusbeton|0208
|Gruschevskaja|0208
|Grusien|0208
|Grusiniske Landevej|0208
|Grusklækning|0208
|Gruson, Hermann|0208-0209
|Grusonmetal|0209
|Grusonwerk|0209
|Grut|0209
|Grut, Edmund Gottfred Hansen|0209
|Grut, Torben|0209
|Gruter, Jan|0209
