# salmonsen/2/3/Articles.lst
#
index|Titel og indhold|0001 0003
|Berggreen, Andreas Peter, dansk Komponist og Musikforfatter, (1801-1880)|0042-0043
|Berggren, Sven, sv. Botaniker, (1837- )|0043
|Berggylte, se Læbefisk|0043
|Bergh, norsk Familie, der nedstammer fra Biskop i Oslo, Frans Berg (d. 1591)|0043
|1) Johannes B., Jurist, (1837-1906)|0043-0044
|2) (Haakon) Ludvig B., Teaterchef, (1865- )|0044
|3) Johannes B., Jurist, (1868- )|0044
|Bergh, Christopher Anker, norsk Jurist og Politiker (1764-1825)|0044
|Bergh, Johan Edvard, sv. Landskabsmaler, (1828-1880)|0044
|Bergh, Ludvig Sophus Rudolph, dansk Læge og Zoolog, (1824-1909)|0044-0045
|Bergh, Budolph Sofus, dansk Zoolog, (1859- )|0045
|Bergh, Severin, sv. Historiker, (1858- )|0045
|Bergh, Sven Richard, sv. Maler, (1858- )|0045
|Berghaus,|0045
|1) Heinrich, tysk Geograf og Kartograf (1797-1884)|0045-0046
|2) Hermann, tysk Kartograf, (1828-90)|0046
|Berghem, N. P., se Berchem|0046
|Bergianska trädgården, se Bergielund|0046
|Bergielund eller Bergianska trädgården ved Sthlm|0046
|Bergineraa (Søv.) (Bagineraa), underste Raa paa den agterste Mast|0046
|Bergisch-Gladbach, se Gladbach|0046
|Bergius, Andreas, svenskfødt Maler (1718-93)|0046
|Bergius, Peter Jonas, sv. Botaniker, (1730-1790)|0046
|Bergk, Theodor (1812-81), tysk Filolog|0046
|Bergknap, se Sedum|0046
|Bergkvara, i Kronobergs Amt, Småland|0046
|Berglind, Jeanette Apollonia, sv. Døvstummelærerinde, (1816-1903)|0046
|Bergljot, den norske Regent Haakon Ladejarls Datter|0046-0047
|Berglund, Alfred, norsk Søofficer, (1862- )|0047
|Bergman, Anton, flamsk Forf., (1835-1874)|0047
|Bergman, Hjalmar, sv. Forf., (1883- )|0047
|Bergman, Johan, sv. Arkæolog og Afholdssagsleder, (1864- )|0047
|Bergman, Torbern Olof, sv. Kemiker (1735-84)|0047
|Bergmann, Ernst von, tysk Kirurg, (1836-1907)|0047
|Bergmann, Ernst, Ritter v., tysk-østerr. Ægyptolog og Oldgransker, (1844-1892)|0047-0048
|Bergmann, J. S., se Knudsen, J. S.|0048
|Bergmannit, se Zeolitter|0048
|Bergnehr, V. L. T., se Gerlach|0048
|Berg-op-Zoom, se Dyffel|0048
|Bergsildre, se Saxifraga|0048
|Bergslagen, den østlige Del af det sv. Landskab Värmland|0048
|Bergslagernes Jernbane, fra Göteborg til Falun over Kil|0048
|Bergslien, Brynjulf Larsen, norsk Billedhugger, (1830-1898)|0048
|Bergslien, Knud Larsen, norsk Maler, (1827-1908)|0048
|Bergson, Henri, fr. Filosof, (1859- )|0048-0049
|Bergstedt, Karl Fredrik, sv. Sprogforsker og Politiker (1817-1903)|0049
|Bergstrand, Karl Erik, sv. Kemiker og Geolog (1830-1914)|0049
|Bergstrand, Karl Östen Emanuel, sv. Astronom, (1873- )|0049
|Bergstrand, Vilhelm Alexander, sv. Publicist (1850-91)|0049
|Bergström, David, sv. Politiker, (1858- )|0049
|Bergstrøm, Hjalmar, dansk Forf., (1868-1914)|0049-0050
|Bergström, Per Axel, sv. Jurist og Politiker (1823-93)|0050
|Bergsøe, Adolf Frederik, dansk Statistiker, (1806-1854)|0050
|Bergsøe, Jørgen Vilhelm, dansk Forf., (1835-1911)|0050-0051
|Bergþrórshvoll, Gaard i Egnen Landeyjar i Rangárvallasyssel paa Island|0051
|Bergues, Ry og Fæstning af anden Klasse i det franske Dept. Nord|0051
|Bergumer Hav, fiskerig Sø i den holl. Prov. Friesland|0051
|Bergwitz, Johan Kielland, norsk Publicist, (1874- )|0051
|Bergün (rætoromansk Bergoign, Bravuogn), Albulas øverste Dalstrøg, en romantisk Alpeegn i Graubünden|0051
|Berhampur, se Rarhampur|0051
|Beri-beri, en i visse tropiske og subtropiske Egne forekommende Sygdom|0051-0052
|Bericiske Høje, Monti Beríci, en lille Bjerggruppe i Norditalien, Prov. Vicenza|0052
|Berider, en Mand, der er særlig uddannet til at tilride Heste og give Rideundervisning|0052
|Berigelsesforbrydelser|0052
|Berigelseshensigt, se Berigelsesforbrydelser|0052
|Berigelseskrav er Krav, der støttes paa den i rom., tysk og fr. Ret anerkendte saakaldte »Berigelsesgrundsætning«|0052
|Berilltryk, se Farveri|0053
|Bering, Jens Andersen, dansk Lærer, (1812-1872)|0053
|Bering, Vitus, dansk Digter og Historieskriver (1617-75)|0053
|Bering, Vitus Jonassen, Søfarer, (1681-1741)|0053
|Beringshavet, Bugt af det stille Ocean|0053
|Beringshav-Spørgsmaalet|0054
|Beringskjold, Magnus, dansk Godsejer, bekendt politisk Rænkesmed, (1721-1804)|0054
|Beringsstrædet, Sund, som skiller Asien fra Amerika og forbinder Beringshavet med Ishavet,|0054
|Beringsøen, den vestligste af Kommandorskij Øerne i Beringshavet|0054
|Bériot, Charles Auguste de, belgisk Violinvirtuos, (1802-1870)|0054-0055
|Berislav ell. Borislav, By i det sydlige Rusland, Guvernement Cherson|0055
|Berja, By i det sydlige Spanien, Prov. Almeria|0055
|Berka, By og Badested i det tyske Storhertugdømme Sachsen-Weimar|0055
|Berkan, Perkan, et meget tæt vævet, uldent Stof, der undertiden anvendes til Præstekjoler|0055
|Berkefeldfilter, se Bakteriefilter|0055
|Berkeley, By i det sydvestlige England, Gloucestershire,|0055
|Berkeley, se Oakland|0055
|Berkeley, E., se Craven, E. B.|0055
|Berkeley, Francis Henry, eng. Politiker(1794-1870)|0055
|Berkeley, George, eng. Filosof og Teolog, (1684-1753)|0055-0056
|Berkeley, Maurice Frederick, Lord Fitzhardinge (1788-1867), eng. Admiral|0056
|Berkhampstead, By i England, Hertfordshire|0056
|Berkheyden, G. og H., d. s. s. Berckheyde|0056-0057
|Berkley, By i U. S. A., Stat Virginia|0057
|Berkovica, By i Bulgarien|0057
|Berkowitz ell. Berkowetz, russ Handelsvægt = 10 Pud = 400 russ. Pund = 163,805 kg.|0057
|Berks, se Berkshire|0057
|Berkshire (fork. Berks), Grevskab i det sydlige England|0057
|Berkshire-Svin, se Svineracer|0057
|Berlad, Birlad, rumænsk Bârladu ell. Berladu, Oldtidens Palloda, By i Rumænien, Landskabet Moldau|0057
|Berleburgerbibel, en i Berleburg 1726-42 i 8 Foliobind trykt Bibeloversættelse|0057
|Berlenga-Øerne, se Peniche|0057
|Berlepsch, Hans Hermann von, tysk Minister, (1843- )|0057
|Berlepsch' Redekasser, se Redekasser|0057
|Berlepsch-Valendas, Hans Eduard v., schweizisk Maler, (1849- )|0057
|Berlevaag, et af Østfinmarkens vigtigste Fiskevær|0057
|Berlichingen, Götz (Gottfried) von, kaldet: »mit der eisernen Hand«, navnkundig Ridder, (1480-1562)|0057-0058
|Berlin (hermed et Kort), Kongeriget Preussens og Kejserdømmet Tysklands Hovedstad|0058-0066
|Berlin,|0066
|1) By i U. S. A., Stat New Hampshire|0066
|2) By i U. S. A., Stat Wisconsin|0066
|3) By i Dominion of Canada, Prov. Ontario|0066
|Berlin, Knud Kugleberg, dansk Retslærd, (1864- )|0066-0067
|Berlin, Nils Johan, svensk Kemiker og Naturforsker (1812-91)|0067
|Berlinchen, By i preussisk Prov. Brandenburg|0067
|Berline, lukket Vogn fra Slutningen af 17. og Beg. af 18. Aarh.|0067
|Berlinerblaat, forsk. blaa Farvestoffer|0067
|Berliner Börsen Courier, tysk frisindet Blad, stiftet 1867|0067
|Berliner Börsen Zeitung, et 1855 startet Blad af national-liberal Farve|0067
|Berlinergrønt er et Farvestof|0067-0068
|Berliner Lokalanzeiger, et 1883 grundlagt tysk Blad|0068
|Berlinerrødt er en af Rødtræ og Alun i fl. Nuancer fremstillet rød Farvelak|0068
|Berliner Tageblatt, et 1872 grundet berlinsk Dagblad af tysk-frisindet Retning|0068
|Berliner Weissbier, se Øl|0068
|Berling, Johan Carl Ernst, dansk Bladudgiver og Hofembedsmand, (1812-1871)|0068
|Berlingske Tidende|0068-0069
|Berlinit, et vandholdigt Lerjordfosfat|0069
|Berlin-Kongressen|0069-0070
|Berlioz, Hector, fr. Komponist, (1803-1869)|0070-0071
|Berlitz school, en Metode for Undervisning i fremmede Sprog|0071
|Berlok (af fr. breloque), Nipsgenstand af Metal, Elfenben, Porcelæn e. l.;|0071
|Bermeo, By i Nordspanien, Prov. Biscaya|0071
|Bermejo, se Rio Bermejo|0071
|Bermondsey, sydøstlig Staddel af London|0071
|Bermudasbaad, lille, spejlgattet, klinkbygget, aaben ell. halvdæks Sejlbaad|0071
|Bermuda-Øerne, en lille isoleret Gruppe af lave oceaniske Koraløer|0071-0072
|Bermudez, forhenværende Stat i den sydamer. Republik Venezuela|0072
|Bern, Kanton i Schweiz|0072-0075
|Bern, gammelt Navn for Verona|0075
|Bernabei, Giuseppe Ercole, ital. Komponist, (c. 1620-1687)|0075
|Bernacchi, Antonio, ital. Kastrat-Sanger (1690-1756)|0075-0076
|Bernadotte, se Karl XIV Johan|0076
|Bernadotte,Oscar Carl August, sv. Prins, (1859- )|0076
|Bernalda, By i Syditalien, Prov. Potenza|0076
|Bernard, d. s. s. Bernhard (fra Clairvaux)|0076
|Bernard, Aristide Martin, fr. Revolutionsmand (1808-83)|0076
|Bernard, Charles de, egl. Ch. B. du Grail de la Villette, fr. Forf., (1805-1850)|0076
|Bernard, Claude, fr. Fysiolog, (1813-1878)|0076-0077
|Bernard, Pierre Joseph, kaldet Gentil-B., fr. Digter (1708-75)|0077
|Bernard, Rosine, se Bernhardt, Sarah|0077
|Bernard, Thalès, fr. Digter, (1821-1873)|0077
|Bernard, Tristan, fr. Forf., (1866- )|0077-0078
|Bernardakis, Demetrios, nygr. Digter og Filolog, (1834- )|0078
|Bernardes, Diogo, portug. Digter, (1530-1605)|0078
|Bernardi, Bartolomeo, da. Hofmusiker under Frederik IV|0078
|Bernardin de St Pierre, se St Pierre|0078
|Bernardino, San, ell. Sankt Bernhardin, et Bjergpas (2063 m) i Graubündner Alperne|0078
|Bernatzik, Wilhelm, østerrigsk Maler, (1853-1906)|0078
|Bernau, By i preussisk Provins Brandenburg|0078
|Bernauer, Agnes, en Borgerpige, som Hertug Albrecht III af Bayern hemmeligt ægtede 1432|0078
|Bernay (det gl. Bernacum), By i det nordvestlige Frankrig (Normandiet), Dept. Euro|0078
|Bernays, Jakob, tysk Filolog, (1824-1881)|0078
|Bernburg, By i Hertugdømmet Anhalt|0078-0079
|Berne-Bellecourt, Étienne Prosper, fr. Maler, (1838- )|0079
|Berner, dansk Adelsslægt|0079
|Berner, norsk Familie|0079
|1) Hagbard Emanuel B., norsk Politiker og Journalist, (1839- )|0079-0080
|2) Carl Christian, norsk Politiker, (1841- )|0080
|3) Axel Olaf B., Agronom, (1843-1906)|0080
|4) Søren Hjalmar Normann B., Læge, (1850- )|0080
|5) Jørgen Haslef B., Arkitekt, (1873- )|0080-0081
|6) Ole B., Prosektor, Læge, (1874- )|0081
|7) Carl B., Arkitekt, (1877- )|0081
|Berner, Albert Friedrich, tysk Strafferetslærer, (1818-1907)|0081
|Berner, Freund Jacob Gottlob, dansk Teaterintendant, (1823-1914)|0081
|Berner-Alperne, se Alperne|0081
|Berner-Klause, se Veroneser Pas|0081
|Bernerkonventionen, se Forfatterret|0081
|Bernerkvæg, se Kvægracer|0081
|Berner Oberland, se Alperne og Bern|0081
|Berners, John Bourchier, Lord, eng. Baron (c. 1464-1532)|0081
|Bernhard, Hertug af Sachsen-Weimar, navnkundig Hærfører under Trediveaarskrigen, (1604-1639)|0081-0082
|Bernhard, Konge af Italien|0082
|Bernhard, den Hellige fra Clairvaux (1091-1153)|0082-0083
|Bernhard, Carl, Pseudonym for Forf. A. de Saint-Aubain|0083
|Bernhard, Karl, Hertug af Sachsen-Weimar (1792-1862)|0083
|Bernhard II, Erich Freund, Hertug af Sachsen-Meiningen (1800-82)|0083
|Bernhard, Ludwig, tysk Socialøkonom, (1875- )|0083
|Bernhardi, Friedrich von, tysk Militærforfatter, (1849- )|0083
|Bernhardi, Theodor von, tysk Diplomat og Historiker, (1802-1887)|0083-0084
|Bernhardiner og Bernhardinerinder, se Cistercienser|0084
|Bernhardin fra Siena, den Hellige, (1380-1444)|0084
|Bernhardin, Skt, se Bernardino|0084
|Bernhard, Skt, se Sankt Bernhard|0084
|Bernhardt, Sarah (egl. Rosine Bernard), fr. Skuespillerinde, (1844- )|0084
|Bernheim, Ernst, tysk Historiker, (1850- )|0084-0085
|Bernhoft, Herman Anker, dansk Diplomat, (1869- )|0085
|Berni, Francesco, ital. Digter, (c. 1497-1535)|0085
|Bernina-Alperne, gletscherdækket Bjerggruppe i de rhätiske Alper (se Alperne)|0085
|Bernina-Pas, se Bernina-Alperne|0085
|Bernini, Cavaliere Giovanni Lorenzo, ital. Billedhugger, Arkitekt og Maler, (1598-1680)|0085-0086
|Bernis, François Joachim de Pierres, Comte de Lyon og Cardinal de, fr. Statsmand og Digter (1715-94)|0086
|Bernoulli, Navn paa en Slægt i Basel|0086
|1) Jakob B., Matematiker (1654-1705),|0086-0087
|2) Johan B., Matematiker (1667-1748)|0087
|3) Daniel B., Matematiker, Fysiker, Mediciner og Botaniker (1700-82)|0087
|4) Johan B., Søn af ovenn. Johan B. (1744-1807|0087
|5) Nikolaus B., (1687-1769)|0087
|6) Nikolaus B., Matematiker, (1695-1726)|0087
|Bernstadt,|0087
|1) gl By i preussisk Prov. Schlesien|0087
|2) lille By i Kongeriget Sachsen|0087
|Bernstein, Aaron, tysk Journalist og Forfatter, (1812-84)|0087
|Bernstein, Eduard, tysk Socialpolitiker, (1850- )|0087-0088
|Bernstein, Georg Heinrich, tysk Orientalist (1787-1860)|0088
|Bernstein, Henry, fr. dram. Forf., (1875- )|0088
|Bernsten, se Rav|0088
|Bernstorff, Slot paa Sjælland, Gjentofte Sogn|0088-0089
|Bernstorff, Albrecht, Greve, preussisk Diplomat (1809-73)|0089
|Bernstorff, Andreas, dansk Militær(1811-1864)|0089
|Bernstorff, Andreas Peter, Greve, dansk Statsminister, (1735-1797)|0089-0091
|Bernstorff, Christian Günther, Greve, dansk, senere preussisk Statsminister|0091
|Bernstorff, Joachim Frederik, Greve, dansk Statsmand, (1771-1835)|0091
|Bernstorff, Johan Hartvig Ernst, Greve, dansk Statsminister, (1712-1772)|0091-0093
|Bernström, John Petter Fredrik, sv. Industridrivende, (1848- )|0093-0094
|Bernt, tysk Mandsnavn, opstaaet af Bernhard|0094
|Berntsen, Arent, med Tilnavnet Bergen, (1610-1680)|0094
|Berntsen, Klaus, dansk Politiker, (1844- )|0094
|Bernuth, Julius von, tysk Musiker (1830-1902)|0094
|Bernward, Biskop i Hildesheim, ( -1022)|0094
|Beroidea, se Ribbegopler|0094
|beroligende Midler, Lægemidler, der kan nedsætte Nervesystemets sygelig forøgede Følsomhed|0094
|Berosos, bab. Historieskriver|0094-0095
|Berquin, Arnaud, fr. Forf., med Tilnavnet »Børnevennen« (1749-91)|0095
|Berre, Étang de, fiskerig Strandsø i det fr. Dept Bouches-du-Rhone|0095
|Berrettini, P. da Cortona, se Cortona|0095
|Berri, se Berry|0095
|Berridsgaard, Hovedgaard i Musse Herred, NØ. f. Sakskjøbing|0095
|Berruguete, Alonso, sp. Billedhugger, Maler, Arkitekt (c. 1486-1561)|0095
|Berrum, Hans Jakob Larsen, norsk Postmand, (1854-1914)|0095
|Berry (Berri), tidligere Prov. og Hertugdømme, senere Guv. i det indre Frankrig|0095
|Berry, Charles Ferdinand, Hertug af, Karl X's anden Søn, (1778-1820)|0095-0096
|Berryer, Pierre Ant., fr. Politiker og Sagfører, (1790-1868)|0096-0097
|Berrykanalen (Canal du B.), aabnet 1841, udgaar fra Loires Sidekanal|0097
|Bersaba, d. s. s. Beerschaba|0097
|Bersaglieri kaldes det lette ital. Fodfolk|0097
|Berse (Besse), nordisk Mandsnavn; opr. Dagligform af Navne paa -bjørn|0097
