# salmonsen/2/9/Articles.lst
#
index|Titel og indhold|0003 0005
|Nordvestterritorier|0046
|Nordvestterritoriet|0046-0047
|Nordvik|0047
|Nordzeekanal|0047
|Nordøstersøkanalen|0047
|Nordøstpassagen|0047
|Nore (Sandgrund)|0047
|Nore (Herred)|0047-0048
|Noreen, Adolf Gotthard|0048
|Norefjeld|0048
|Norefossene|0048
|Nóregs konunga sögur|0048
|Nóregskonungatal|0048
|Noreja|0048
|Nore Kraftanlæg|0048-0049
|Norel|0049
|Noren, Heinrich Gottlieb|0049
|Norfolk (County)|0049
|Norfolk (By i Nebraska, U. S. A.)|0049
|Norfolk (By i Virginia, U. S. A.)|0049
|Norfolk (Ø)|0049
|Norfolk (eng. Jarle- og Hertugtitel)|0049-0051
#
-|<b>Norge</b>|0051-0236
|Norge. Alm. Topografi|0051-0053 0055-0063 0065 0073
|Norge. Geologi|0065-0068
|Norge. Klima|0068-0072 0075
|Norge. Planteverden|0075-0079
|Norge. Dyreverden|0079-0084
|Norge. Befolkningsforhold|0084-0088
|Norge. Statsforfatning og -forvaltning|0089-0093
|Norge. Finansvæsen|0093-0096
|Norge. Landbrug|0096-0099
|Norge. Havebrug, Jagt|0099-0101
|Norge. Fiskeri|0101-0105
|Norge. Skovbrug|0105-0110
|Norge. Bjergværksdrift|0110-0115
|Norge. Handel og Skibsfart|0115-0122
|Norge. Haandværk o. Industri|0122-0127
|Norge. Kirkelige Forhold|0127-0128
|Norge. Undervisningsvæsen|0128-0131
|Norge. Retsvæsen|0131-0134
|Norge. Hær og Flaade|0134-0140
|Norge. Mønt, Maal og Vægt|0140-0142
|Norge. Samfærdselsmidler|0142-0145
|Norge. Sprog|0146-0152
|Norge. Litteratur|0152-0158
|Norge. Kunst|0158-0178
|Norge. Musik|0178-0180
|Norge. Teater|0180-0183
|Norge. Presse|0183-0186
|Norge. Forhistorie|0186-0195
|Norge. Historie|0195-0236
#
|Norgesalpeter|0236
|Norges Bank|0236
|Norges Bondelag|0236
|Norges geografiske Opmaaling|0236-0237
|Norges geologiske Undersøkelse|0237
|Norges Hypothekbank|0237-0238
|Norges kristelige Ungdomsforbund|0238
|Norges Landbrugshøjskole|0238-0239
|Norges Landsforbund for Idrett|0239
|Norges Lærerlag|0239
|Norges Oplysningskontor for Næringsvejene|0239-0240
|Norges Riksforbund for Idrett|0240
|Norges Statsbaner|0240
|Noriac, Claude Antoine Jules|0240
|Noricum|0240
|Noriske Alper|0240
|Norit|0240
|Norium|0240
|Norjord|0240
|Norlind, Ernst Ludvig|0240
|Norlind, Johan Henrik Tobias|0240-0241
|Norm|0241
|Norm|0241
|Norma|0241
|normal|0241
|Normal (mat.)|0241
|Normal (By)|0241
|Normalaar|0241
|Normalarbejdsdag|0241-0242
|Normalbarometer og Normaltermometer|0242
|Normabidrag|0242-0243
|Normalbudget|0243
|Normaler ell. Mønstertyper|0243-0244
|Normalform|0244
|Normalforraad|0244
|Normalforraadsmetode|0244
|Normalitet|0244
|Normalkonsistens|0244
|Normalkurver|0244
|Normallys|0244
|Normalmaal|0244
|Normalopløsning|0244
|Normalplan|0244
|Normalprofiler|0244
|Normal-Prøvelegemer|0244
|normalpyroxensk Magma|0244
|Normalrumfang|0244
|Normalsand|0244-0245
|Normalskole|0245
|Normalskov|0245
|Normalsnit|0245
|normal Sporvidde|0245
|Normalspænding|0245
|Normalstamme|0245
|Normaltemperatur|0245
|Normaltermometer|0245
|Normaltid|0245
|Normaltonehøjde|0245
|normaltrakytisk|0245
|Normalur|0245
|Normalvildfarelse|0245-0246
|Normalvædske|0246
|Normalvægt|0246
|Norman, Frederik Vilhelm Ludvig|0246
|Norman, Johannes Museus|0246
|Normanby|0246
|Normanby, Constantine Phipps|0246
|Normand, Jacques Augustin|0246-0247
|Normand, Théodule Eléazar Xavier|0247
|Normandiet|0247
|Norman-Hansen, Carl Martin|0247-0248
|Normann, Carl Frederik|0248
|Normann, Eilert Adelsten|0248
|Normann, Regine|0248
|Normanner|0248-0251
|Normanniske Øer|0251
|normannisk Hest|0251
|normannisk Stil|0252
|Norman River|0252
|Norman Shaw|0252
|Normanton|0252
|Normativ|0252
|Normer|0252
|normere|0252
|Normeringslove|0252
|Normprøver|0252
|Nornagest|0252
|Norner|0252
|Noroña, Gaspar Maria de Nava Álvarez, Greve af|0252
|Norrbagge|0252
|Norrbotten|0252-0253
|Norrie, Anna Petterson-|0253
|Norrie, Gordon|0253
|Norrie, William Good|0253
|Norris, Edwin|0253
|Norris, Frank|0253-0254
|Norris Town|0254
|Norrköping|0254
|Norrland|0254
|Norrman, Herman|0254-0255
|Norrström|0255
|Norrtälje|0255
|Norrøn|0255
|Norsjø|0255
|Norsjø-Skiens Kanalen|0255
|norske Arbejderparti, Det|0255
|norske Arbejdersamfund, De forenede|0255
|norske Boghandlerforening, Den, se Boghandel|0255
|norske Enkekasse, se Enkekasser|0255
|norske Flag og Rigsfane (Vaaben)|0256-0257 0259 0261
|norske geografiske Selskab|0261
|Norske Hav|0261
|norske Husflidsforening|0261
|Norske Intelligenssedler|0261-0262
|Norske Jægerkorps|0262
|norske Kirkes Mission ved Schreuder|0262
|norske Kronregalier|0262-0263
|norske Livrenteforening|0263
|Norske Lov|0263-0264
|norske lutherske Indremissionsselskab|0264
|norske Lægeforening|0264
|norske Løve|0264
|norske medicinske Selskab|0264
|norske Missionsselskab|0264
|norske Nordhavsekspedition|0264
|norske Oldskriftselskab|0264
|norske Rigstidende|0264
|norske Samlaget|0264-0265
|Norske Selskab|0265
|norske Videnskabers Selskab|0265
|Norsk Finnemission|0265-0266
|Norsk Folkemuseum|0266
|Norsk historisk Forening|0266
|Norsk Jæger- og Fiskerforening|0266
|Norsk Kunngjørelsestidende|0266
|Norsk Kvindesaksforening|0266
|Norsk Landmandsforbund|0267
|Norsk Retstidende|0267
|Norsk Telegram-Byraa|0267
|Norsk-Øerne|0267
|Norsminde|0267
|Nors Sø|0267
|Norstedt, Johan Reinhold|0267
|Norstedt, P. A. & Söner|0267
|Norstrøm, Vitalis|0267-0268
|Nort|0268
|Norte|0268
|North Adams|0268
|North, Christopher|0268
|North, Dudley|0268
|North, Frederick|0268
|North, Marianne|0268
|North, Sir Thomas|0268
|Northallerton|0268
|Northampton (U. S. A.)|0268
|Northampton (England)|0268-0269
|Northamptonshire|0269
|North Andover|0269
|North Attleborough|0269
|North Berwick|0269
|Northbridge|0269
|Northbrook, Francis Baring|0269
|North Carolina|0269
|Northcliffe, Alfred Charles William|0269-0270
|Northcote, Stafford|0270
|Northcote, James|0270
|North-Dakota|0270
|Northeim|0271
|Northen, Adolf|0271
|Northers|0271
|Northfield|0271
|Northfleet|0271
|North Lincoln|0271
|Northumberland (County)|0271
|Northumberland (Jarle- og Hertugtitel)|0271-0272
|Northumberland Stræde|0272
|Northumbrien|0272
|Northupit|0272
|North Walsham|0272
|Northwich|0272
|Norton, Caroline Elisabeth Sarah|0272
|Norton Sund|0272
|Norvagismer|0272
|Norvegia|0272
|Norwalk|0272
|Norway Iron|0273
|Norwaypine|0273
|Norwich (By i England)|0273
|Norwich (By i Connecticut, U. S. A.)|0273
|Norwich (By i New York, U. S. A.)|0273
|Norwood|0273
|Norwood|0273
|Nosairier|0273
|nosce te ipsum|0273
|Nosean|0273
|Noske, Gustav|0273-0274
|Noskowski, Sigismund|0274
|Nosofen|0274
|Nosofen-Natrium|0274
|Nosofobi|0274
|Nosogenese|0274
|Nosogeografi|0274
|Nosografi|0274
|Nosokomi|0274
|Nosologi|0274
|Nossairier|0274
|Nossen|0274
|Nossi-Bé|0274
|Nossovka|0274
|Nostalgi|0274
|Nostoc|0274
|Nostos|0274
|Nostradamus, Michel|0274
|Not|0274
|Not (se Garn)|0274
|Nota|0274
|Nota, Alberto|0274
|Notabene|0274
|Notabilitet|0274
|Notabler|0274-0275
|nota censoria|0275
|Notar|0275
|Notariat|0275
|Notarius publicus|0275
|Notat|0275
|Note|0275-0276
|notere|0276
|Notering|0276
|Notetegn|0276
|Nothnagel, Hermann|0276
|Nothomb, Jean Baptist|0276
|Nothosaurier|0276
|Nothrotherium|0276
|Notice|0276
|Notidanidæ, Notidanus|0276
|notificere|0276
|Notifikation|0276-0277
|Notifikation|0277
|Notits|0277
|Notker, Balbulus og Labeo|0277
|Noto|0277
|Notochlæna|0277
|Notodden|0277-0278
|Notonecta|0278
|notorisk|0278
|Notoritetsakt|0278
|Notornis|0278
|Notoryctes|0278
|Notos|0278
|Notosero|0278-0279
|Nototrema|0279
|Notre-Dame|0279
|Nottebohm, Martin Gustav|0279
|Nottingham|0279
|Nottinghamshire|0279
|Notturno|0279
|Nouart|0279
|Nougat|0279
|Noumea|0279
|Noumëit|0279
|Noumenon|0279
|Nourrit, Adolphe|0279-0280
|Nouveauté|0280
|Nouvelle|0280
|Nouvion, Le|0280
|Nouzon|0280
|Nova Alexandria|0280
|Novacek, Ottokar|0280
|Nova Friburgo|0280
|Novaja Ladoga|0280
|Novaja Zemlja|0280
|Novaja Uschitza|0280
|Novák, Vitezlav|0280
|Novaković, Stojan|0280-0281
|Novalis|0281
|Novara|0281
|Nova Scotia|0281-0282
|Novaspirin|0282
|Novatianere|0282
|Novation|0282
|Nova Varoš|0282
|Nova Zagora|0282
|Novelda|0282
|Novella|0282
|Novellara|0282
|Novelle|0282
|Noveller, Justinianske|0282
|Novelette|0282
|Novelli, Erméte|0282-0283
|Novellist|0283
|Novello, Vincent|0283
|November|0283
|Novemberforeningen|0283
|Novemberforfatningen|0283
|Novemberministeriet|0283
|Noverre, Jean Georges|0283
|Nové Zamky|0283
|Novgorod|0283-0284
|Novgorod Litovskij|0284
|Novgorod Sjeversk|0284
|Novi di Modena|0284
|Novibasar|0284
|Novice|0284
|Noviciat|0284
|Noviform|0284
|Novigrad|0284
|Novikov, Nikolaj Ivanovitsch|0284-0285
|Novi Ligure|0285
|Noviodunum|0285
|Noviomagus|0285
|Novipasar|0285
|Novi Sad|0285
|Novit|0285
|Novita|0285
|Novitet|0285
|Novo Alexandrovsk|0285
|Novo-Bajaset|0285
|Novochopersk|0285
|Novogeorgievsk|0285
|Novograd Volynskij|0285
|Novogrudok|0285
|Novo Janovskij|0285
|Novoje Vremja|0285
|Novokain|0285
|Novominsk|0285
|Novomirgorod|0285
|Novomoskovsk|0285
|Novoradomsk|0285
|Novorossijsk|0285-0286
|Novorshev|0286
|Novossil|0286
|Novosybkov|0286
|Novo Tscherkask|0286
|Novozon|0286
|Novrûz|0286
|novus homo|0286
|Novyj|0286
|Novyj Bug|0286
|Novyj Oskol|0286
|Novyj Usen|0286
|Nowe|0286
|Nowo Georgiewsk|0286
|Nowogrodek|0286
|Nowy Dwór|0286
|noxa|0286
|Noxalklage|0286
|Noya|0286
|Noyader|0286
|Noyon|0286
|N-Straaler|0286-0287
|Nt|0287
|N. T.|0287
|Nuance|0287
|Nuba|0287
|Nubar, Pasha|0287
|Nubecula major og minor|0287
|Nubien|0287-0288
|Nubilitet|0288
|Ñuble|0288
|Nucha|0288
|Nucifraga|0288
|Nuck, Antonius|0288
|Nucleiner|0288
|Nucleus|0288
|nudis verbis|0288
|Nuditet|0288
|Nudler|0288
|Nuer|0288
|Nueva San Salvador|0288
|Nueva Segovia|0288
|Nuevitas|0288
|Nuevo Leon|0288
|Nufenen|0288
|Nu Gariep|0288
|Nugent|0288-0289
|Nûgssuak Halvø|0289
|Nuits-sous-Beaune|0289
|Nuitter, Charles Louis Étienne|0289
|Nukapu|0289
|Nuklein|0289
|Nukleinsyrer|0289
|Nukleoalbuminer|0289
|Nukleoproteider|0289-0290
|Nukuhiva|0290
|Nul|0290
|Nules|0290
|nulla dies sine linea|0290
|nulla pöna sine lege|0290
|nullificere|0290
|Nullinie|0290
|Nullitet|0290
|nullum crimen sine lege|0290
|Nulmeridian|0290
|Nulpunkt, absolut|0290
|Nulsystem|0290
|Numantia|0290
|Numa Pompilius|0290-0291
|Numea|0291
|Numedal|0291
|Numedal og Sandsvær|0291
|Numëit|0291
|Numenios|0291
|Numenius|0291
|Numeralia|0291-0292
|Numeri|0292
|Numerianus, Marcus Aurelius|0292
|numerisk|0292
|Numerus|0292
|Numerus|0292
|Numida|0292
|Numidien|0292-0293
|Numismatik|0293
|Numitor|0293
|Nummer|0293
|Nummerbytningskommissær|0293
|nummerere|0293
|Nummerermaskiner|0293-0294
|Nummerpenge|0294
|Nummulitformation|0294
|Nummulitkalk|0294
|Nummulitter|0294
|nummus|0294
|Numsen|0294
|Nun (Kap)|0294
|Nun (Floder)|0294
|Nun (Landskab)|0294
|Nunatak|0294
|Nunciant|0294
|nuncupatio|0294
|nundinæ|0294
|Nuneaton|0294
|Nuñez de Arce, Gaspar|0294
|Nuñez de Toledo, Hernan|0295
|Nunivak|0295
|Nuntiatur|0295
|Nuntius|0295
|Nuoro|0295
|Nupe|0295
|Nuphar|0295
|nuptial|0295
|Nuraghi|0295
|Nurcia|0295
|Nureddin|0295
|Nus|0295-0296
|Nusco|0296
|Nushirvân|0296
|Nusle|0296
|Nusrani|0296
|Nussdorf|0296
|Nut|0296
|Nutation|0296
|Nutationer|0296
|Nutka|0296
|Nutka Sund|0296
|Nutriaskind|0296
|Nutriment|0296
|Nutrose|0296
|Nuttalia|0296
|Nuttharpiks|0296
|Nutzhorn, Heinrich von|0296
|Nutzhorn, Henning Frederik Feilberg|0296
|Nuyens, Willem Johannes Franciscus og Andreas Alexander Maximilian|0296-0297
|Ny|0297
|Nyack|0297
|Nya dagligt allehanda|0297
|Ny-Amsterdam|0297
|Nyangve|0297
|Nyanza|0297
|Nya skolan|0297
|Nyassa|0297
|Nyassaland|0297
|Ny Australien|0297
|Nyaya|0297
|Nyberg, Ivar Gustaf Julius|0297
|Nyberg, Julia Kristina|0297-0298
|Nyblaat|0298
|Nyblom, Carl Rupert|0298
|Nyblom, Helene Augusta|0298
|Nyblæus, Johan Axel|0298
|Nyboder|0298-0299
|Nybom, Johan|0299
|Nyborg|0299-0302
|Nyborg Fjord|0302-0303
|Nyborg Strafanstalt|0303
|Ny Britannien|0303
|Nybrofoss|0303
|Ny-Brunsvig|0303
|Nybrunt|0303
|Nybøl|0303-0304
|Ny Carlsberg|0304
|Ny Carlsberg-Fonden|0304
|Ny Carlsberg Glyptotek|0304-0307
|Ny Carlsberg Legater|0307
|Ny Carlsberg Museums Legat|0307
|Nyctaginaceæ|0307-0308
|Nyctea|0308
|Nycterinia|0308
|Nyctibius|0308
|Nycticebus|0308
|Nycticorax|0308
|Nyctipithecus|0308
|Nydalens Compagnie|0308
|Nydam Mose|0308
|Nydannelse|0308
|Nydelsesmidler|0308-0309
|Nyebølle, Victor August Johan Wadsted|0309
|Nyeland, Stephan Peter|0309-0310
|Ny-England|0310
|Nyere Kridt|0310
|Nyerup, Rasmus|0310
|nye Stjerner|0310-0314
|Ny-Filippinerne|0314
|Nyfundland|0314
|Nygaard, Marius|0314
|Nygaard, William Martin|0314
|Ny-Granada|0314
|nygræsk Sprog og Litteratur|0314
|Ny-Guinea|0314-0316
|Nygult|0316
|Ny-Hampshire|0316
|ny-hebraisk Sprog|0316-0317
|Ny-Hebriderne|0317
|Ny Hellesund|0317
|Ny-Herrnhut|0317
|Ny-Holland|0317
|Nyholm (Søv.)|0317
|Nyholm (Slægt)|0317-0318
|Nyholm, Carthon Kristoffer Valdemar|0318
|Nyholm, Holger Vilhelm|0318
|Nyhuse|0318
|Nyhuus, Haakon|0318-0319
|Nyiregyháza|0319
|Ny-Jersey|0319
|Ny Jord|0319
|Ny-Kaledonien|0319-0320
|Ny-Kantianisme|0320
|Ny-Kastilien|0320
|Nykjøbing paa Falster|0320-0323
|Nykjøbing paa Mors|0323-0325
|Nykjøbing paa Sjælland|0325-0327
|Nykjøbing Bugt|0327
|Nyklassicisme|0327
|Nyktalgi|0327
|Nyktalopi|0327
|Nyktofobi|0327
|Nykultur|0327
|Nyköping|0327
|Nyköpings Län|0327
|Nyland|0327-0328
|Nylander, William|0328
|Nylanders Reagens|0328
|Nylands Værksted|0328
|Ny-Lattaku|0328
|Nylund, Felix Artur|0328
|Nylæst|0328
|Nymaane|0328
|Nyman, Carl Fredrik|0328
|Nyman, Hilding Elof|0328
|Nymfe|0328
|Nymfepapegøje|0328
|Nymfer|0328-0329
|Nymfomani|0329
|Nyminde Gab|0329
|Nymphalon|0329
|Nymphenburg|0329
|Nymphæa|0329
|Nymphæaceæ|0329
|Nyon|0329
|Nyons|0329
|Nyord|0329
|Nypels, Jean Servais Guillaume|0329-0330
|nypersisk Sprog og Litteratur|0330
|Nyplatonismen|0330
|Nypythagoræisme|0330
|Nyquist, Otto Ludvig|0330
|Nyre|0330
|Nyre, bevægelig|0330
|Nyrebetændelse|0330-0332
|nyredannet|0332
|Nyrefistel|0332
|Nyregrus og Nyresten|0332
|Nyrekolik|0332
|Nyrén, Magnus|0332-0333
|Ny Republik|0333
|Nyrer|0333-0334
|Nyresten|0334
|Nyresygdomme|0334
|Nürnberg|0334-0335
|Nürnbergergrønt|0335
|Nürnbergerrødt|0335
|Nürnbergerviolet|0335
|Nürnberg Guld|0335
|Nürnberg Æg|0335
|Nyroca|0335
|Nyrop|0335
|Nyrop, Agnes Flemmine|0335
|Nyrop, Camillus (kirurgisk Instrumentmager)|0335-0336
|Nyrop, Camillus (Haandværks- og Industrihistoriker)|0336
|Nyrop, Jens Larsen|0336
|Nyrop, Kristoffer|0336-0337
|Nyrop, Martin|0337
|Nürtingen|0337-0338
|Nys, Ernst Desiré|0338
|Nysa|0338
|Ny-Seeland|0338
|Nyseelandsk Hør|0338
|Nyseelandsk Spinat|0338
|Nysen|0338
|Nysepulver|0338
|Nyserod|0338
|Nyse-Røllike|0338
|Nysibiriske Øer|0338-0339
|Ny-Skotland|0339
|Nyslott|0339
|Nysom, Hans Hein Theodor|0339
|Nyssa|0339
|Nystad|0339
|Nystagmus|0339
|Nysted|0339-0341
|Nyström, Anton Kristen|0341
|Nystrøm, Eiler|0341
|Nyström, Gustaf Alfred|0341
|Nyström, Johan Fredrik|0341
|Nyström-Stoopendal, Jenny|0341
|Nystuen|0341
|Ny-Sydwales|0341
|Nysø|0342
|Nysølv|0342
|Nytaar|0342-0343
|Ny Teater, Det|0343
|Ny Testamente|0343
|Nyttehøjden|0343
|Nyttekilometer|0343
|Nyttelast|0343
|Nyttemoral|0343
|Nyttevirkning|0343
|Nyx|0343
|Ny-York|0343
|Ny-Zeeland|0343
|Nzadi|0343
|Næ|0343-0344
|Næb|0344
|Næbdyr|0344
|Næbfrø|0344
|Næbgedde|0344
|Næbhvaler|0344-0345
|Næbmundede|0345
|Næbmus|0345
|Næbsnog|0345
|Næbsnog|0345
|Näfels|0345
|Nägele, Franz Karl|0345
|Nägeli, Hans Georg|0345
|Nägeli, Karl Wilhelm|0345-0346
|Nægelia|0346
|Nägelsbach, Karl Friedrich|0346
|nægte at vende|0346
|Nælde|0346
|Nældefamilien|0346
|Nældefeber|0346-0347
|Nældekapsler|0347
|Nældeordenen|0347
|Nældesommerfugl|0347
|Næpe|0347
|Nærbø|0347-0348
|Næringsbevis|0348
|Næringsbrev|0348
|Næringsfrihed|0348-0353
|Næringslovgivning|0353-0356
|Næringsmidler|0356
|Næringsskatten|0356
|Næringsstoffer|0356
|Næringsstofoptagelse, Planternes|0356
|Næringsveje|0356-0357
|Næringsværdien|0357
|Närke|0357
|nærmer|0357
|Nærsynethed|0357
|Nærum|0357
|Nærup, Carl Georg Nicolay Hansen|0357-0358
|Nærøfjorden|0358
|Nærøy|0358
|Næs|0358
|Næsby Aa|0358
|Næsbyholm|0358
|Næsbyholm Kanal|0358
|Näsbyholm|0358-0359
|Næse|0359
|Næse|0359
|Næse|0359
|Næseabe|0360
|Næseben|0360
|Næsebjørne|0360
|Næseblødning|0360
|Næsebor|0360
|Næsedouche|0360
|Næsehorn|0360-0362
|Næsehornsfugle|0362-0363
|Næsehule|0363
|Næselyd|0363
|Næsepolyp|0363
|Næsering|0363-0364
|Næseskat|0364
|Næsespejl|0364
|Næsesygdomme|0364
|Næsesø|0364
|Næsevinger|0364
|Næsgaard Landbrugsskole|0364
|Næshorn|0364
|Næskonge|0364-0365
|Næsseslottet|0365
|Nässjö|0365
|Næs Sund|0365
|Næstkommanderende|0365
|Næstved|0365-0367
|Nævekamp|0367
|Næver|0367
|Næveret|0367
|Nævius, Gnæus|0367-0368
|Nævn|0368
|Nævneform og -fald|0368
|Nævner|0368
|Nævningekredse|0368
|Nævninger|0368-0375
|Nævningesager|0375
|Nævus|0375
|Nääs|0375
|Nød (bot.)|0375
|Nød (Hornkvæg)|0375
|Nød, Brasiliansk|0375
|Nød, Maledivisk|0375
|Nødanker|0375
|Nødbremse|0375-0376
|Nødbro|0376
|Nødbrugsgrundsætningen|0376
|Nøddaab|0376
|Nøddebo|0376
|Nøddebusk|0376
|Nøddekrige|0376
|Nøddeolie|0376
|Nødder|0376
|Nøddeskal|0376
|Nøddesten|0376
|Nøddetræ|0376
|Nødebo|0376
|Nødflag|0376
|Nødforbindinger|0376
|Nødforordninger|0377
|Nødhavn|0377
|Nødhjælp|0377
|Nødhjælpere|0377
|Nødild|0377
|Nødkæde|0377
|nødlidende|0377
|Nødmast|0377
|Nødret|0377-0378
|Nødror|0378
|Nødsadresse|0378
|nødsat Gang|0378
|Nødsignal|0378-0379
|Nødskud|0379
|nødvendig|0379
|Nødværge|0379
|nøgen|0379
|Nøgenfrøede|0379
|Nøgenhalse|0379
|nøgentandede|0379
|Nöggerath, Johann Jacob|0379
|Nøgle|0379
|Nøgle (bot.)|0380
|Nøgle (se Nodenøgle)|0380
|Nøgleben|0380
|Nøgleembede|0380
|Nøgleharpe|0380
|Nøglemagt|0380
|Nøgleroman|0380
|Nøgletang|0380
|Nøgne Jomfruer|0380
|Nøgne Snegle|0380
|Nøkke|0380
|Nøkkerose|0380-0381
|Nöldeke, Theodor|0381
|Nör|0381
|Nørborg|0381-0382
|Nördlingen|0382
|Nørhald|0382
|Nørlund|0382-0383
|Nørlund, Niels Erik|0383
|Nørlyng|0383
|Nørre-Aa|0383
|Nørre-Aaby|0383
|Nørre-Alslev|0383
|Nørrebros Teater|0383-0384
|Nørregaard, Asta Elise Jakobine|0384
|Nørregaard, Benjamin Wegner|0384
|Nørregaard, Jens|0384-0385
|Nørregaard, Laurits|0385
|Nørregaard-Hansen, Ingeborg|0385
|Nørre Herred (Bornholm)|0385
|Nørre Herred (midterste Nørrejylland)|0385
|Nørre Herred (østlige Nørrejylland)|0385-0386
|Nørre Herred (Maribo Amt)|0386
|Nørre Herred (Svendborg Amt)|0386
|Nørre Herred (Thisted Amt)|0386
|Nørre-Horne|0386
|Nørrekloster|0386
|Nørreris|0386
|Nørre Snede|0386
|Nørre-Sundby|0386-0388
|Nørresø, Martin Nielsen|0388
|Nørre Tyrstrup|0388
|Nørre Vosborg|0388
|Nørvang|0388-0389
|Nørve|0389
|Nørz|0389
|Nøst|0389
|Nøter|0389-0390
|Nöther, Max|0390
|Nøtterøy|0390
|Nøvik, Peter|0390
#
-|<h2>O</h2>|
|O er det 15. Bogstav|0391
|O, romersk Taltegn|0391
|O' i irske Familinavne|0391
|Oahu|0391
|Oajaca, d. s. s. Oaxaca|0391
|Oakeley, Herbert Stanley|0391
|Oakengates|0391
|Oakham|0391
|Oakland|0391-0392
|Oaks|0392
|Oakworth|0392
|Oase|0392
|Oaxaca|0392
|Ob, Obj|0392
|Oba, se Dikafedt|0392
|Obadias, se Obadja|0392
|Obadja (Obadias)|0392
|Oban|0392
|Obdam, Jacob, Baron v. Wassenaer|0392-0393
|Obdorien|0393
|Obdorsk|0393
|obducere|0393
|Obduktion|0393
|Obduktionsstue|0393
|Obediens|0393
|Obeid|0393
|Obelia|0393
|Obelisk|0393-0394
|Obelisk (mat.)|0394
|Obelos|0394
|Ober-Alp|0394
|Oberammergau|0394
|Oberbayern|0394-0395
|Oberdieck, Johann Georg Konrad|0395
|Oberfranken|0395
|Ober Glogau|0395
|Oberhalbstein|0395
|Oberhausen|0395
|Oberhummer, Eugen|0395
|Oberlahnstein|0395
|Oberlin|0395
|Oberlin, Johann Friedrich|0395
|Oberländer, Adam Adolf|0395
|Ober-Mais|0395
|Obermüllner, Adolf|0396
|Obernai|0396
|Oberon|0396
|Oberpfalz|0396
|Oberschöneweide|0396
|Oberst|0396
|Oberstein|0396
|Oberstløjtnant|0396
|Ober Ursel|0396
|Obesitet|0396
|Obi|0396
|Obidos|0396
|obiit|0396
|Obione|0396
|obiter|0396
|Obi|0396
|Objekt|0396
|Objekt|0396-0397
|objektiv|0397
|Objektiv|0397
|Objektivering|0397
|Objektivitet|0397
|objektiv Undersøgelse|0397
|obkonisk|0397
|Oblat|0397
|Oblati|0397
|Oblation|0398
|obligat|0398
|obligat (i Musikken)|0398
|obligat (bot.)|0398
|obligatio|0398
|Obligation|0398
|Obligationsret|0398-0399
|obligatorisk|0399
|obligere|0399
|Obligo|0399
|Obliteration|0399
|Obo|0399
|Obojan|0399
|Obok|0399
|Obol|0399
|Obongo|0399
|Obotritter|0399
|Obra|0399
|Obradović, Dosit|0400
|Obrecht, Jacob|0400
|Obrenović|0400
|O'Brien|0400
|Obrist, Aloys|0400
|Obrist, Hermann|0400-0401
|Obrogation|0401
|Obrutschev|0401
|obscøn|0401
|obsekrere|0401
|Obsekvens|0401
|obsequium|0401
|Observans|0401
|Observation|0401
|Observation, Indlæggelse til|0401
|Observationer|0401
|Observator|0401
|Observatorium|0401-0403
|observere|0403
|Obsession|0403
|Obsidian|0403
|Obsignation|0403
|obskur|0403
|Obskurant|0403
|obsolet|0403
|obstetricisk Narkose|0403
|Obstetrik|0403
