# salmonsen/2/5/Articles.lst
#
index|Titel og indhold|0001 0003
|Clarence, 1) Flod i det nordøstlige New South Wales; 2) Flod paa Østsiden af Ny Zeelands Sydø|0050
|Clarence, Albert Victor|0050
|Christian Edward, Hertug af. C. og Avondale, Greve af Athlone (1864-92)|0050
|Clarence, George og Thomas, se Plantagenet|0050
|Clarence-Strædet|0050
|Clarence Town og Clarence Peak, se Fernando Po|0050
|Clarendon, i Bogtrykkeriet en Antikvaskrift|0050
|Clarendon, 1) Anna Hyde (1637-71)|0050
|Clarendon, 2) Edward Hyde, Greve af C., eng. Statsmand (1609-74)|0050
|Clarendon, George William Fred, Villiers, Jarl, eng. Statsmand (1800-70)|0050-0051
|Clarendon-Castle, forhen kgl. eng. Slot, nu i Ruiner, i Wiltshire|0051
|Clarendon Press, berømt eng. Trykkeri og Forlagsanstalt|0051
|Clareni fratres, en Gren af Franciskanerordenen|0051
|Clarens, se Montreux|0051
|claret, eng. Retegnelse for Rødvine, særlig Rordeauxvine|0051
|Claretie, Jules, egl. Arsène Arnaud, fr. Forf. (1840-1913)|0051
|Claretta, Gaudenzio, Raron, italiensk Historiker (1835-1900)|0051
|Clari, Giovanni Carlo Maria, ital. Komponist (1669-1745)|0051
|Clarias, se Maller|0051
|clarigatio (lat.)|0051-0052
|Clarin, se Alasy Ureña, L.|0052
|Clarinda, By i U. S. A., Stat lowa|0052
|Clarino (ital.; fr. clairon, eng. clarion)|0052
|Clarisserinder, Nonneorden, stiftet af den hellige Clara 1212|0052
|Clarit|0052
|Clark, Alvan, amer. Optiker (1804-87)|0052
|Clark, Andrew, Sir, eng. Læge (1826-96)|0052
|Clark, Charles Heber, amer. humoristisk Forf. og Journalist, f. 1841|0052
|Clark, John Bates, amer. Socialøkonom, f. 1847|0052
|Clarke, Edward Daniel, eng. Mineralog og Oldgransker (1769-1822)|0052-0053
|Clarke, Frank Wigglesworth, amer. Kemiker, f. 1847|0053
|Clarke, Henri Jacques Guillaume, Hertug af Feltre, Marskal af Frankrig (1765-1818)|0053
|Clarke, Jacob Augustus Lockhart, eng. Læge (1817-80)|0053
|Clarke, James Freemann, amer. unitarisk Teolog (1810-88)|0053
|Clarke, Jeremiah, eng. Komponist (1668-1707)|0053
|Clarke, Mary Cowden, eng. Forfatterinde (1809-98)|0053
|Clarke, Samuel, eng. Teolog og Filosof (1675-1729)|0053
|Clarkes Fork, Clarkes River, Flod i U. S. A.|0053
|Clarke's Maskine|0053
|Clarkes River, se Clarkes Fork|0053
|Clarke's Søjle, se Rygmarv|0053
|Clarkia, Slægt af Natlysfam.|0053-0054
|Clark's ell. Latimer C.'s Normalelement, se galvaniske Elementer|0054
|Clarksburg, By i U. S. A., Stat West Virginia|0054
|Clarkson, Thomas, engelsk Filantrop (1761-1846)|0054
|Clarksville, By i U. S. A., Stat Tennessee|0054
|Clarone, andet Navn for Bassethorn|0054
|Clason, Edvard Claes Herman, sv. Læge (1829-1912)|0054
|Clason, Isak Gustav, sv. Arkitekt, f. 1856|0054
|Clason, Samuel (Sam), sv. Historiker og Politiker, f. 1867|0054
|Classen, Alexander, tysk Kemiker, f. 1843|0054
|Classen, Johan Frederik, dansk Industridrivende, Godsejer og Legatstifter (1725-92)|0054-0055
|Classens Have|0055
|Classenske Fideikommis|0055
|Classis (lat.), »Flaaden«, Havneby 3 km. SØ. f. Ravenna|0055
|Clathropteris, en uddød Slægt af Bregner|0055
|Claude, Jean, fr. reformert Teolog (1619-87)|0055
|Claude-Lorrain, se Gellée|0055
|Claudetit, se Arsenolit|0055
|Claudia (Claude de France), fransk Dronning (1499-1524)|0055
|Claudianus, Claudius, rom. Digter|0055-0056
|Claudianus Mamertus, Præst i Vienne, d. c 474|0056
|Claudiopolis, opr. Bithynion, en By i det østlige Bithynien i Lilleasien|0056
|Claudius (Claudia gens). Der fandtes i Rom to Claudiske Slægter, den ene patricisk, den anden plebejisk|0056
|1) Appius Claudius|0056
|2) Appius Claudius Cæcus (den Blinde)|0056
|3) Publius Claudius. Pulcher|0056
|Claudius (romerske Kejsere)|0056-0057
|1) Tiberius Claudius Nero, se Tiberius|0056
|2) Tiberius Claudius Drusus Nero Germanicus, rom. Kejser 41-54 e. Kr.|0056-0057
|3) se Nero|0057
|4) Claudius II, Marcus Aurelius Claudius Gothicus, rom. Kejser 268-70 e. Kr.|0057
|Claudius, Carl August, Generalkonsul, dansk Samler, f. 1855|0057
|Claudius, Matthias, tysk Forf. (1740-1815)|0057
|Claudius Clavus ell. Nicolaus Niger, dansk middelalderlig Geograf, f. 1388|0057
|Clauren, H., se Heun, K. G. S.|0057
|Claus, Adolf, tysk Kemiker (1840-1900)|0057
|Claus, Carl, tysk Zoolog (1835-99)|0058
|Claus, Emile, belgisk Maler, f. 1849|0058
|Clausel ell. Clauzel, Bertrand, fr. General (1772-1842)|0058
|Clausen, Christian Valdemar, dansk Maler (1862-1911)|0058
|Clausen, George, eng. Maler og Raderer, f. 1852|0058
|Clausen, Henrik Georg, dansk Præst (1759-1840)|0058-0059
|Clausen, Henrik Nicolaj, dansk Teolog og Politiker (1793-1877)|0059-0060
|Clausen, Johannes, dansk Biskop (1830-1905)|0060
|Clausen, Johannes Carl Emil, dansk Præst (1832-1908)|0060
|Clausen, Julius Emil Ferdinand, dansk Forf., f. 1868|0060
|Clausen, Ludvig Martin Philip, dansk Arkitekt (1851-1904)|0060
|Clausewitz, Carl, preussisk Generalmajor og Militærforfatter (1780-1831)|0060-0061
|Claushavn, Handelssted paa Grønlands Vestkyst|0061
|Clausholm (Klaxholm), Hovedgaard i Galten Herred SØ. f. Randers|0061
|Clausllia-Slægten (Foldsnegle)|0061
|Clausius, Rudolph Julius Emanuel tysk Fysiker (1822-88)|0061-0062
|Clauson-Kaas, Jens Adolph Friedrich, dansk Husflidslærer (1826-1906)|0062
|Claussen, Rasmus, dansk Politiker (1835-1905)|0062
|Claussen, Sophus Niels Christen, dansk Forf., f. 1865|0062
|Claussen, Peder, norsk Provst (1545-1614)|0062-0063
|Clausthal, se Klausthal|0063
|Claustrofobi|0063
|claustrum (lat.)|0063
|clausula cassatoria|0063
|clausula compromissaria|0063
|clausula rebus sic stantibus eller rebus sic se habentibus (lat.)|0063-0064
|Clausura, se Klausur|0064
|Clava, se Gopler|0064
|Clavaria, Clavariaceæ, se Køllesvampe|0064
|Claveau, Anatole, fr. Journalist og Forf., f. 1835|0064
|clavecin (fr.; Hal.: clavicembalo), se Klaver|0064
|Clavellina, se Søpunge|0064
|Clavering, Douglas Charles, eng. Kaptajn|0064-0065
|Claves St Petri (lat)|0065
|Clavicembalo|0065
|Claviceps, se Meldrøjesvamp|0065
|Clavichord|0065
|Clavicortlia, se Køllehornede|0065
|Clavjcula, d. s. s. Nøgleben|0065
|Clavière, Étienne, fr. Finansmand og Revolutionspolitiker (1735-93)|0065
|Claviger, se Køllebille|0065
|Clavijo, Ruy González de, se González de Clavijo, Ruy|0065
|Clavijo y Fajardo, José, sp. Forf. (1730-1806)|0065
|Clavis|0065
|Clavius, Christopher (1537-1612), Jesuit og Lærer i Matematik|0065
|clavus|0065
|Clavus hystericus|0066
|Clay, Cassius Marcellus, nordamer. Politiker (1810-1903)|0066
|Clay, Henry, nordamer. Statsmand (1777-1852)|0066
|Clay Centre, Glaycenter, By i U. S. A., Stat Kansas|0066
|Clay Cross, By i Derbyshire (England)|0066
|Clay Iron-stone, d. s. s. Lerjernsten, se Jernmalme|0066
|Clays, Paul Jean, belg. Marinemaler (1819-1900)|0066-0067
|Clayton, John Middleton, nordamerikansk Statsmand (1796-1856)|0067
|Clayton-Bulwer-Traktaten|0067
|Claytonia L., Slægt af Portulakfamilien|0067
|Clayton le Moors, se Accrington|0067
|Clear (Clare), lille Ø ved Irlands sydvestlige Kyst|0067
|Clearfield, By i U. S. A., Stat Pennsylvania|0067
|Clearinghouse (eng.)|0067-0068
|Cleasby, Richard, eng. Filolog (1797-1847)|0068
|Cleator Moor, By i det nordvestlige England, Cumberland|0068
|Clebsch, Rudolf Friedrich Alfred, tysk Matematiker (1833-72)|0068
|Cleburne, By i U. S. A., Stat Texas|0068
|Cleckheaton (Clackheaton), Fabrikby i Yorkshire (England)|0068-0069
|Clédat, Léon, fr. Sprogforsker, f. 1851|0069
|Clee-Hills, Højdedrag i Vestengland, Shropshire|0069
|Cleethorpes, Badested i Østengland (Lincolnshire)|0069
|Clegg, Samuel, eng. Opfinder og Tekniker (1781-1861)|0069
|Clémanges, Matthæus Nicolaus de, fr. Teolog (1360-1434?)|0069
|Clematis L. (Skovranke)|0069-0070
|Clemenceau, George Benjamin, fr. Politiker, f. 1841|0070-0071
|Clemens, 17 Paver af dette Navn|0071-0073
|Clemens, Alexandrinus, fremragende Kirkelærer ved Aar 200|0073
|Clemens, Gustaf Adolf, dansk Maler og Raderer, f. 1870|0073-0074
|Clemens, Johan Frederik, dansk Kobberstikker (1749-1831)|0074
|Clemens, Samuel Langhorne, amer. humoristisk Forf. (1835-1910)|0075
|Clemens Bonifacius, se Asbjørnsen, P. C.|0075
|Clemens non papa, Jacques, nederlandsk Kontrapunktiker, d. før 1558|0075
|Clemens Romanus, se Clemens (Paver) 1)|0075
|Clement, Skipper, d. 1536|0075
|Clement, Ambroise, fr. Socialøkonom (1805-86)|0075
|Clement, Charles, fr. Kunstforf. (1821-87)|0075
|Clement, Daniel Louis, dansk Bogbinder (1820-77)|0075-0076
|Clément, Felix, fr. Musiker og Musikforfatter (1822-85)|0076
|Clément, Frédéric Jean Edmond, fr. Operasanger, Tenor, f. 1867|0076
|Clément, Gad Frederik, dansk Maler, f. 1867|0076
|Clément, Jacques, den franske Konge Henrik III's Morder|0076
|Clément, Julius Morgan, fr. Kemiker (1779-1842)|0076
|Clément, Pierre, fr. Historiker og Økonom (1809-70)|0076
|Clémentel, Étienne, fransk Politiker, f. 1864|0076
|Clementi, Murio, ital. Klaverspiller og Komponist (1752-1832)|0077
|Clementi, Prospero, italiensk Billedhugger, se Spani|0077
|Clementia (lat.), »Mildhed«|0077
|Clementin, Niels Hjersing, dansk Skuespiller (1721-76)|0077
|Clementinerne (latinsk Clementinæ, græsk Klementia)|0077-0078
|Clément's og Désormes' Forsøg|0078
|Clemmensen, Andreas Laurits, dansk Arkitekt, f. 1852|0078
|Clepsinidæ, se Igler|0078
|Clerc (fr.) (af lat. clericus)|0078
|Clerc, le, se Le Clerc, L. A. og S.|0078
|Clerfait, Franz Sebastian de Croix, Greve, østerr. Feltmarskal (1733-98)|0078-0079
|clergé (fr.), Klerus, Præsteskab, Gejstlighed|0079
|clerica (lat.), Tonsur|0079
|clericus, se Clerc og Klerk|0079
|clericus clericum non decimat (lat.), »Den ene Gejstlige tager ikke Tiende af den anden«|0079
|Clerk (eng.). Ang. Ordets Oprindelse se Clerc. I England bruges C. som Betegnelse for Kontorpersonale af højere og lavere Art|0079
|Clerke, Agnes Mary, eng. astron. Forfatterinde, (1842-1907)|0079
|Clerkenwell, Bydel i det nordlige London (Finsbury metropolitan borough)|0079
|Clermont de Lodève ell. C.-l'Hérault, By i det sydlige Frankrig, Dept Hérault|0079
|Clermont-en-Argonne, Flække i det nordøstlige Frankrig, Dept Meuse|0079
|Clermont-en-Beauvaisis ell. C.-del'Oise, By i det nordvestlige Frankrig, Dept Oise,|0079
|Clermont-Ferrand, By i Mellemfrankrig, Hovedstad i Landskabet Auvergne og Dept Puy-de-Dôme|0079-0080
|Clermont-Ganneau, V., se Ganneau, C. C.-.|0080
|Clermont-Tonnerre, Aimé Marie Gaspard, Markis, og siden 1842 Hertug af (1779-1865)|0080
|Clermont-Tonnerre, Stanislas, Greve af, fr. Politiker (1757-92)|0080
|Clerus, se Blødbiller|0080
|Clésinger, Jean Baptiste Auguste, fr. Billedhugger, (1814-1883)|0080
|Clesse, Antoine, belg. Folkedigter (1816-89)|0080
|Clethra L., Planteslægt, der oftest henføres til Lyng-Fam. ell. opstilles som en egen|0080-0081
|Cleve, se Kleve|0081
|Cleve, Halfdan, norsk Komponist og Pianist, (1879- )|0081
|Cleve, Joos van (Joost van), ogsaa kaldet »sotte Cleef«, nederlandsk Maler fra 16. Aarh.|0081
|Cleve, Per Theodor, sv. Kemiker og Biolog, (1840-1905)|0081
|Cleve, Zakarias Joakim, finsk Pædagog, (1820-1900)|0081
|Clevedon, Søbadested paa Sydkysten af Bristol-Kanalen i det eng. Somersetshire 20 km V. f. Bristol|0081
|Cleveit er et paa sjældne Grundstoffer rigt Mineral, som i sine Egenskaber meget ligner Brøggerit|0081
|Cleveland, Cliff Land, »Klippeland«, et temmelig ufrugtbart, bakket Landskab i det eng. Grevskab York S. f. Tees|0081
|Cleveland,|0081
|1) By i U. S. A., Stat Ohio, ligger 225 km NNØ. f. Columbus ved Cuyahoga Rivers Udløb|0081-0082
|2) By i U. S. A., Stat Tennessee, ligger 48 km NØ. f. Chattanooga|0082
|Cleveland, Grover, nordamer. Præsident 1885-89 og paa ny 1893-97, (1837-1908)|0082
|Clew-Bai, Bugt paa Vestkysten af Irland, Prov. Connaught, er 24 km lang og 13 km bred|0082
|Cleyn, Frants, (1590-1658)|0082-0083
