# salmonsen/2/25/Articles.lst
#
index|Titel og indhold|0001 0003
|Vestfossen|0032
|Vestfronten|0032
|West Galloway|0032
|Westgate-on-Sea|0032
|Vestgoter|0032
|vestgotiske Lovbøger|0032
|Vestgribbe|0032
|Vestgöta-Bjergene|0032-0033
|Vestgötalov|0033
|Westh, Thorvald Claudi|0033
|West Ham|0033
|West Hoboken|0033
|Westhoughton|0033
|vestiarium|0033
|vestibulum|0033
|vestibulum|0033
|vestigia terrent|0033
|Westin, Fredrik|0033-0034
|Vestindien|0034-0036
|vestindisk Salep|0036
|Vestiner|0036
|Westinghouse, George|0036
|Vestis|0036
|Vestitur|0036
|Westkapelle|0036
|West Kirby|0036
|Westlake, John|0036
|Vestlandet|0036
|West-Lothian|0036
|Westmacott, Richard og Richard d. Y.|0036
|Westman, Ernst Karl|0036
|Westman, Gustaf Edvard|0036-0037
|Vestmanland|0037
|Vestmannaeyjar|0037
|Vestmannalaget|0037
|Vestmannalov|0037
|Vestmarken|0037
|Vestmarr|0037
|Westmeath|0037
|Westminster|0037
|Westminster, Hugh Lupus, Hertug af|0037-0038
|Westminster College|0038
|Westminster Review|0038
|Westminster-Synoden|0038
|Westmoreland|0038
|Westmoreland, John Fane, Jarl af|0038
|Vestnes|0038-0039
|West New York|0039
|Westonelement|0039
|Weston's Talje|0039
|Weston-super-Mare|0039
|Westphal, Frederik Bernhard|0039
|Westphal, Joachim|0039
|Westphal, Rudolf Georg Hermann|0039
|Westphals Symptom|0039
|West Pittston|0039
|Westpoint|0039-0040
|Westport|0040
|Vestpreussen|0040
|Vestpunktet|0040
|Westray|0040
|Vestre Gausdal|0040
|Vestre Hospital|0040
|Vestre Moland|0040
|Vestre Slidre|0040
|Vestre Toten|0040
|West Riding|0040
|Westrin, Johan Theodor|0040
|Westring, Gustav Frederik|0040
|Vestris|0040-0041
|vestromerske Rige|0041
|Westrup, Carl Wium|0041
|Vest-Slugen|0041
|Vest-Telemark|0041
|Vestvaagøy|0041
|Westward Ho|0041
|West-Washington|0041
|West Virginia|0041-0042
|Westwood, John Obadiah|0042
|Vesuv|0042-0043
|Vesuv-Banen|0043
|Vesuvian|0043
|Vesuvin|0043
|Vesvækkelse|0043
|Veszprém|0043
|Wet, de (hollandsk Malerfamilie)|0043-0044
|Wet, Christian|0044
|Vetala-pancavimçatika|0044
|Vetenskapsakademien i Stockholm|0044
|Vetenskaps- och vitterhetssamhället i Göteborg|0044
|Vetenskapssocieteten i Lund|0044
|Vetenskapssocieteten i Uppsala|0044
|Vetenskapsstaden|0044
|Vetera|0044-0045
|Veteraner|0045
|veterinær|0045
|Veterinære Sundhedsraad|0045
|Veterinærfysikus|0045
|Veterinærkorpset|0045
|Veterinær- og Landbohøjskolen|0045
|Veterinærpoliti|0045
|Veterinærvidenskab|0045
|Veth, Jan Pieter|0045-0046
|Wetherell, E.|0046
|Wetherill Princip|0046
|Vetiverolie|0046
|Vetiverrod|0046
|Vetlesen, Hans Jørgen|0046
|Vetlesen, Johan Karl Unger|0046
|Wetlesen, Wilhelm Laurits|0046
|Wetli's System|0046
|Vetluga|0046
|Veto|0046-0047
|Vetranio|0047
|Vettakollen|0047
|Wette, Hermann|0047
|Wette, W. M. L. de|0047
|Wetter, Gillis Albert Petersson|0047
|Vetter, Jean Hégésippe|0047
|Wetterbergh, Carl Anton|0047-0048
|Wetteren|0048
|Wettergreen, Paul Peter|0048
|Wettergreen, Ragna|0048
|Wetterhoff, Karl Gustaf|0048
|Wetterhorn|0048
|Wetterlé, Émile|0048
|Vetterli-Gevær|0048
|Wetterling, Alexander Klemens|0048-0049
|Wetterlund, Fredrik Maurits|0049
|Vettern|0049
|Wetterstedt, Gustaf af|0049
|Wettin|0049
|Vettisfossen|0049
|Vettoner|0049
|Wettstein, Johann Jakob|0049
|Wettstein, Richard, Ritter von Westersheim|0049-0050
|Vetturin|0050
|Wetz, Richard|0050
|Wetzel, Johann Caspar|0050
|Wetzel, Karl Friedrich Gottlob|0050
|Wetzlar|0050
|Veuillot, Louis|0050
|Veurne|0050
|Wevelghem|0050
|Vevelstad|0050
|Vevey|0050-0051
|Vevring|0051
|Wexels, Wilhelm Andreas|0051
|Wexelsen, Christian Delphin|0051
|Wexelsen, Fredrik Nannestad|0051-0052
|Wexelsen, Wilhelm Andreas|0052
|Vexelstrøm|0052
|Wexford|0052
|Wexford|0052
|vexillarii|0052
|vexillatio|0052
|vexillum|0052
|Vexin|0052
|Vexiö|0052
|Wexschall, Anna H. D.|0052
|Wexschall, Frederik Thorkildson|0052-0053
|Wey|0053
|Weybridge|0053
|Weyden, Rogier van|0053
|Weyer, Johann|0053
|Weygaard, Georg Blicher|0053
|Weygand, Maxime|0054
|Weyger, Herman|0054
|Weyhe, Frederik Joachim Henning|0054
|Weyler, Valeriano|0054
|Weyman, Stanley John|0054
|Weymouth|0054
|Weymouth and Melcombe Regis|0054
|Weymouthsfyr|0054
|Weyprecht, Karl|0054
|Weyr, Rudolf Emanuel|0054-0055
|Weyse, Christoph Ernst Friedrich|0055-0056
|Weze, Johan|0056
|Wezel, Johann Carl|0056
|Vézelay|0056
|Vézère|0056
|Vezir|0056
|Vezzano|0056
|Veøy|0056
|Whales Bay|0056
|Whalley|0056
|Whampoa|0056
|Wharfe|0056-0057
|Wharton, Francis|0057
|Whately, Richard|0057
|Whatman-Papir|0057
|Wheatley, Francis|0057
|Wheatley, Phillis|0057
|Wheaton, Henry|0057
|Wheatstone, Charles|0057
|Wheatstone's Bro|0057-0058
|Wheeler, George Montague|0058
|Wheeler, Joseph|0058
|Wheeling|0058
|Whewell, William|0058
|Whewellit|0058
|Whickham|0058
|Whig|0058
|Whip|0058
|Whip|0058
|Whiskers|0058
|Whisky|0058
|Whiskyoprøret|0059
|Whisp|0059
|Whist|0059
|Whistler, James Abbott Mac Neill|0059-0060
|Whitby|0060
|White, Andrew Dickson|0060
|White, George Stuart|0060
|White, Richard Grant|0060-0061
|White, William Hale|0061
|Whiteboys|0061
|Whitechapel|0061
|Whitefield|0061
|Whitefield, George|0061
|White-Hall|0061
|Whitehall|0061
|Whitehaven|0061
|Whitehead, Robert|0061
|Whitelocke, Bulstrode|0061
|White Mountains|0061
|White Plains|0061
|White River|0061
|White Star-Linie|0061
|Whitewood|0061
|Whitlesey|0061
|Whitlock, Brand|0061-0062
|Whitman, Walt|0062
|Whitney|0062
|Whitney, Josiah Dwight|0062
|Whitney, William Dwight|0062-0063
|Whitneyit|0063
|Whitstable|0063
|Whittier, John Greenleaf|0063
|Whittington|0063
|Whittlesey|0063
|Whitwell's Blæstopvarmningsapparat|0063
|Whitworth|0063
|Whitworth, Charles|0063
|Whitworth, Joseph|0063
|Who's who|0064
|Whyda|0064
|Vi|0064
|via|0064
|Via Appia|0064
|Via crucis|0064
|Viadana|0064
|Viadana, Ludovico Grossi da|0064
|Via dolorosa|0064
|Viadukt|0064
|Via Latina|0064
|Via mala|0064-0065
|Viana|0065
|Vianden|0065
|Vianen|0065
|Vianen, Paulus van|0065
|Vianna da Motta|0065
|Vianna do Castello|0065
|Viapori|0065
|Viardot-Garcia, Michelle Ferdinande Pauline|0065
|Viareggio|0065
|Via sacra|0065
|Via Salaria|0065
|Viassolo|0065
|Viaticum|0065-0066
|Viau, Théophile de|0066
|Viaud, Julien|0066
|Via Valeria|0066
|Vibberodden|0066
|Vibe|0066
|Vibe (dansk-norsk Slægt)|0066-0067
|Vibe, Andreas|0067
|Vibe, Ditlev|0067
|Vibe, Frederik Ludvig|0067
|Vibe, Johan|0067
|Vibe, Johan Ludvig Niels Henrik|0067
|Vibe, Peder|0067-0068
|Vibefedt|0068
|Viber|0068
|Wiberg, J. C. K.|0068
|Wiberg, Julius Josias|0068-0069
|Wiberg, Lauritz Stub|0069
|Wiberg, Sophus Vilhelm|0069
|Vibert, Jean Georges|0069
|Vibeæg|0069
|Viborg|0069
|Viborg|0069-0075
|Viborg, Carl|0075
|Viborg, Erik Nissen|0075
|Viborg, Karsten Friis|0075-0076
|Viborg Amt|0076-0077
|Wiborgfosfat|0077
|Viborg Stift|0077
|Viborg Sø|0077
|Vibranter|0077
|Vibrationer|0077
|Vibrationsvinkel|0077
|vibrato|0077
|Vibrator-Kabelrelais|0077
|vibrere|0077
|Vibrio|0077
|Vibrograf|0077
|Vibroskop|0077
|Viburnum|0077-0078
|Viby|0078
|Vibæk, Johan Marinus Sørensen|0078-0079
|Vic|0079
|Vicarello|0079
|Vice...|0079
|Viceadmiral|0079
|Vicekansler|0079
|Vicekonge|0079
|Vicekonsul|0079
|Vicelinus|0079
|Vicentino, Dom Nicola|0079
|Vicentino, Valerio|0079
|Vicenza|0079-0080
|Vicepolitidirektør|0080
|Vicesima manumissionum|0080
|vice versa|0080
|Vich|0080
|Wiche Bay|0080
|Wichern, Johann Hinrich|0080-0081
|Wichert, Ernst|0081
|Wichfeld|0081
|Wichita|0081
|Wichmand|0081
|Wichmann, Adolf Friedrich Georg|0081
|Wichmann, Karl Friedrich|0081-0082
|Wichmann, Ludwig (Wilhelm)|0082
|Wichmann, Viktor Karl Emil|0082
|Vichy|0082
|Vicia|0082
|vicinal|0082
|Vicinalbaner|0082
|Wick|0082
|Wickenberg, Per (Petter) Gabriel|0082
|Vickers, Edward|0082-0083
|Wickersheimer, Charles Adolphe Ernest|0083
|Wickham|0083
|Wickhoff, Franz|0083
|Wicklif, Johm|0083-0085
|Wicklow|0085
|Wicklow|0085
|Wickram, Jörg|0085
|Vicksburg|0085
|Wicksell, Johan Gustaf Knut|0085-0086
|Vico, Enea|0086
|Vico, Francesco de|0086
|Vico, Giovanni Battista|0086
|Vico del Gargano|0086
|Vico Equense|0086
|Vicogne-Uld|0086
|Vicomte|0086
|Vicq-d'Azyr|0086
|victor|0086
|Victor|0086-0087
|Victor, Sextus Aurelius|0087
|Victor Amadeus|0087
|Victor Emanuel I|0087
|Victor Emanuel II|0087-0088
|Victor Emanuel III|0088
|Victoria|0088-0089
|Victoria|0089-0090
|Victoria|0090
|Victoria|0090
|Victoria|0090
|Victoria|0090
|Victoria|0090-0091
|Victoria|0091
|Victoria|0091
|Victoria|0091
|Victoria|0091
|Victoria|0091
|Victoria|0091-0092
|Victoria and Albert Museum|0092
|Victoria East|0092
|Victoria-Fald|0092
|Victoriahavn|0092
|Victoriahuse|0092
|Victoria Island|0092-0093
|Victoriakorset|0093
|Victorialand|0093
|Victoria Njansa|0093
|Victoria-Svin|0093
|Victoriatus|0093
|Victoria West|0093
|Victorinus fra Feltre|0093
|Victorinus, Gajus Marius|0093-0094
|Victor-Perrin, Claude|0094
|Victors|0094
|Victrix|0094
|victrix causa diis placuit, sed victa Catoni|0094
|Vicuna|0094
|Vicus|0094
|Vicus Virginis|0094
|Viçvakarman|0094
|Viçvamitra|0094-0095
|Wid|0095
|Vida, Marco Girolamo|0095
|Vidaa|0095
|Vidafinker|0095
|Vidakovic, Milovan|0095
|Widal, Georges Fernand Isidore|0095
|Vidal, Paul Antoine|0095
|Vidal, Pierre|0095
|Vidal de Lablache, Paul|0095
|Vidal-Navatel, Louis|0095-0096
|Vídalín, Jón Þorkelsson|0096
|Vídalín, Páll Jónsson|0096
|Widals Prøve|0096
|Vidame|0096
|Vidar|0096
|Viddin|0096
|vide|0096
|Vide|0096-0097
|Wide, Samuel (Sam) Karl Anders|0097
|videant consules ne quid detrimenti capiat res publica|0097
|Videbæk|0097
|Videfoged|0097
|Widell, Signe|0097
|Widén, Johan|0097
|Videnskab|0097-0098
|Videnskabernes Selskab|0098
|Videnskabernes Selskab, det kgl. norske|0098
|Videnskapsakademiet i Oslo|0098
|Vidertryk|0098
|Viderø|0098
|Widerøe, Sofus|0098-0099
|Videslev|0099
|Videstævne,|0099
|videtur|0099
|Viðey|0099
|Vidfadme|0099
|vidhaset|0099
|vidi|0099
|vidimere|0099
|Vidin|0099
|vidisse|0099
|Vidje|0099
|Vidkun Jonsson|0099
|Widman, Oskar|0099
|Widmann, Joseph Victor|0099
|Widmannstätten'ske Figurer|0099
|Widmark, Erik Johan|0099
|Vidne|0099-0100
|Vidneførsel|0100
|Vidnepligt|0100
|Vidnepsykologi|0100-0101
|Widnes|0101
|Vidnes, Jacob Laurentius Knutzon|0101-0102
|Widnmann, Max (Maximilian) von|0102
|Widor, Charles Marie|0102
|Vidrik Verlandsøn|0102
|Widsith|0102
|Vidsteen, Christian Bang|0102
|Widström, Ulrika Karolina|0102
|Vidtsköfle|0102
|Vidua|0102
|Widukind|0102
|Widukind|0102-0103
|Vidundernet|0103
|Vidyasagar, Iswar Chandra|0103
|Widze|0103
|Vidzeme|0103
|Vidø|0103
|Vidöstern|0103
|Viebig, Clara|0103
|Wieck, Friedrich|0103
|Wied|0103
|Wied, Gustav Johannes|0103-0104
|Wiedemann, Ferdinand Johan|0104
|Wiedemann, Gustav Heinrich|0104
|Wiedemann, Poul Vilhelm|0104
|Wiedemanns Annalen|0104
|Wiedewelt, Johannes|0104-0106
|Viedma|0106
|Viedma|0106
|Wiehe, Anton Wilhelm|0106
|Wiehe, Jacques Emil|0106
|Wiehe, Johan Henrik|0106-0107
|Wiehe, Michael Rosing|0107-0108
|Wiehe, Wilhelm|0108
|Wiehe-Berény, Marie Charlotte|0108
|Viehoff, Heinrich|0108
|Vieille-Montagne|0108
|Wieland, Christoph Martin|0108-0109
|Wieland, Hans Beatus|0109
|Wielandt, Joachim|0109-0110
|Viel-Castel, Louis|0110
|Viélé-Griffin, Francis|0110
|Wielemans, Maximilian Felix Eugène|0110
|Vielfrass|0110
|Wieliczka|0110
|Vielle|0110
|Wielopolski, Alexander|0110
|Vielsalm|0110
|Vielse|0110
|Vielsebrev|0110
|Wielun|0110-0111
|Viemose|0111
|Wien|0111-0118
|Vien, Joseph Marie|0118
|Wien, Wilhelm (Willy) Carl Werner Otto Fritz Franz|0118
|Wienbarg, Ludolf|0118-0119
|Wien-Bækkenet|0119
|Wienerblaat|0119
|Wiener-Freden|0119
|Wienergrønt|0119
|Wienerkalk|0119
|Wiener-Kongressen|0119-0120
|Wienerlærred|0120
|Wiener-Neustadt|0120
|Wienerwald|0120
|Wieniawski|0120-0121
|Vienne|0121
|Vienne|0121
|Vienne|0121
|Vienne, Haute-|0121-0122
|Viennet, Jean Pons Guillaume|0122
|Wien's Forskydningslov|0122
|Wieprecht, Wilhelm Friedrich|0122
|Wieprz|0122
|Wier, Johann|0122
|Vieregg|0122
|Vierge, Daniel (Urrabieta)|0122-0123
|Wieringen|0123
|Vierlande|0123
|Vierling, Georg|0123
|Vierne, Louis Victor Jules|0123
|Vierordt, Karl|0123
|Viersen|0123
|Wiers-Jenssen, Hans|0123
|Viertel|0123
|Wiertz, Anton (Antoine), Joseph|0124
|Vierwaldstätter-Søen|0124
|Wierzbolow|0125
|Vierzon|0125
|Wiesbaden|0125
|Viesch|0125
|Wiese, Camilla|0125
|Wieselburg|0125
|Wieselgren, Harald Ossian|0125
|Wieselgren, Peter (Per)|0125-0126
|Wiesloch|0126
|Wiesner, Julius Ritter von|0126
|Vieste|0126
|Viète, François|0126
|Wieth, Carlo Rossini|0126
|Wieth-Knudsen, Knud Asbjørn|0126-0127
|Viëtor, Wilhelm|0127
|Vietri sul Mare|0127
|Vieussens, Raymond de|0127
|Vieuxtemps, Henri|0127
|Vievand|0127
|Vieweg & Sohn|0127-0128
|Vieyra, Antonio|0128
|Viffert|0128
|Vifil|0128
|Vifte|0128-0129
|Vifte|0129
|Vifteblæsere|0129
|Viftekoral|0129
|Viftepalme|0129
|Vifter|0129
|Vig|0129
|Vig|0129
|Vig, Ole|0129
|Vig, Peter Sørensen|0129
|Vigaglúmssaga|0129
|Vigan, Le|0129
|Wigan|0129-0130
|Wigand, Johann|0130
|Wigand, Julius Wilhelm Albert|0130
|Wigandia H. B. K.|0130
|Viga-Styrssaga|0130
|Wigdehl, Michaloff|0130
|Vige|0130
|Vige, Jens Peter Olsen|0130
|Vigee-Lebrun, Elisabeth Louise|0130-0131
|Vigeland, Adolf Gustav|0131-0132
|Vigeland, Emmanuel|0132-0133
|Vigelandsfoss|0133
|Vigelfjeld|0133
|Vigevano|0133
|Vigfússon, Guðbrandur|0133
|Vigfússon, Sigurður|0134
|Vigge|0134
|Wiggers, Julius|0134
|Vigenna|0134
|Wiggers, Moritz|0134
|Viggo-Hansen, Hans Christian|0134
|Wight|0134-0135
|vigilant|0135
|vigilantibus leges sunt scriptæ|0135
|Vigilantius|0135
|Vigilarius|0135
|vigilere|0135
|Vigilia|0135
|Vigilius|0135
|Vigiliæ|0135
|Vigintivirat|0135
|Vigmostad|0135
|Vigne|0135
|Vigne, de|0135-0136
|Vignemale|0136
|Vignet|0136
|Vignet|0136
|Vignettering|0136
|Vigneulles les Hattonchâtel|0136
|Vignoble|0136
|Vignola|0136
|Vignoles, Charles Blacker|0136
|Vignon, Noémie Cadiot|0136
|Vigny, Alfred de|0136-0137
|Vigo|0137
|Vigognegarn|0137
|Vigogneuld|0137
|vigor|0137
|Vigorna|0137
|vigoroso|0137
|Vigra|0137
|Vigrid|0137
|Vigsnes|0137
|Wigstadl|0137
|Wigström, Eva|0137
|Vigsø Bugt|0137
|Wigton|0138
|Wigtown|0138
|Wigtown|0138
|vigueur|0138
|Wigwam|0138
|Wihan, Hans|0138
|Vihiers|0138
|Wiik, Fredrik Johan|0138
|Wiik, Maria Katarina|0138
|Wiinblad, Emil August|0138-0139
|Wiinstedt, Knud Jørgen Frederik|0139
|Viipuri|0139-0140
|Viitasaari|0140
|Vijayanagar|0140
|Wijck, Thomas|0140
|Wijde Fjord|0140
|Wijkander, Erik Anders Gustaf August|0140
|Wijkander, Karl Oskar|0140
|Wijk-bij-Duurstede|0140
|Wijnants, J.|0140
|Wijsman, Philippine|0140
|Vik|0140-0141
|Vik, Ingebrigt Hansen|0141-0142
|Vik, Oddmund Jakobson|0142
|Vikar|0142
|Vikar|0142
|vikariere|0142
|Vikbolandet|0142
|Vikebygd|0142
|Vikedal|0142-0143
|Viken|0143
|Vikesund|0143
|Viking|0143
|Vikingeskib|0143
|Vikingetogene|0143
|Vikivaki|0143-0144
|Vikke|0144
|Vikkel|0144
|Vikketræ|0144
|Viklebjørn|0144
|Viklere|0144-0145
|Wiklund, Adolf|0145
|Wiklund, Karl Bernhard|0145
|Vikna|0145
|Vikna|0145
|Wikner, Carl Pontus|0145-0146
|Vikramaditya|0146
|Vikramorvaçi|0146
|Wikström, Emil|0146
|Vikten|0146
|Viktor|0146
|Viktoria|0146
|Viktoriablaat|0146-0147
|Viktoriagrønt|0147
|Viktoriagult|0147
|Viktoriahus|0147
|Viktoria-Kors|0147
|Viktoria-Korset|0147
|Viktoria-Land|0147
|Viktualiebrødre|0147
|Viktualier|0147
|Vikunna|0147
|Vikør|0147
|Wil|0147
|Vilaine|0147
|Vilajet|0147
|Wilamowitz-Moellendorff, Ulrich von|0147-0148
|Wilberforce, William|0148
|Vilbjærg|0148
|Wilbrandt, Adolf|0148
|Vilchin|0148
|Wilcke, Johan Karl|0148
|Wilcke, Julius|0148-0149
|Vild|0149
|Wild, Heinrich|0149
|Wilda, Wilhelm Eduard|0149
|Vildand|0149
|Wildau|0149
|Wildbad|0149
|Wildbrunn, Helene|0149
|Vilde|0149
|Wilde, Oscar O'Flahertie Wills|0149-0150
|Wilde, William Robert Willis|0150
|vilde Jagt, den|0150
|vilde Jæger, den|0150-0151
|Vildelse|0151
|Wildenbruch, Ernst von|0151
|Wildens, Jan|0151
|Wildenvey, Herman|0151-0152
|Wilderness|0152
|Wildeshausen|0152
|Vildfarelse|0152
|Vildgaas|0152
|Wildgans, Anton|0152
|Wildhorn|0152-0153
|vildig|0153
|Vild Kaprifolium|0153
|Vildkat|0153
|Vild Lakrids|0153
|Vildling|0153
|Vildmand|0153
|Vildmose, Store og Lille|0153
|Vild Persille|0153
|Vildsvin|0153
|Vildt|0153
|Wildt, Adolfo|0153
|Wildt, Johannes|0153
|Vildtskade|0153
|Vildttyv|0153
|Vildttyveri|0153-0154
|Wildungen|0154
|Vild Vin|0154
|Vildæsel|0154
|Vile|0154
|Wilejka|0154
|Vilenkin-Minskij, Nikolaj Maksimovitsch|0154
|Wilfrid|0154
|Vilhelm|0154
|Vilhelm|0154-0155
|Vilhelm, Hertug af Slesvig-Holsten-Sønderborg-Glücksborg|0155
|Vilhelm, Prins af Glücksborg|0155
|Vilhelm|0155
|Vilhelm I Erobreren, Konge af England|0155-0156
|Vilhelm II Rufus (den røde kong), Konge af England|0156-0157
|Vilhelm III af Oranien, Konge af Storbritannien og Irland|0157-0158
|Vilhelm IV, Konge af Storbritannien og Irland og Konge af Hannover|0158-0159
|Vilhelm af Holland, tysk Konge|0159
|Vilhelm den Tavse, Prins af Oranien|0159-0160
|Vilhelm II, Prins af Oranien|0160-0161
|Vilhelm IV|0161
|Vilhelm V, Prins af Oranien|0161
|Vilhelm I, Konge af Nederlandene|0161-0162
|Vilhelm II, Konge af Nederlandene|0162
|Vilhelm III, Konge af Nederlandene|0162
|Vilhelm IV, Landgreve af Hessen-Kassel|0162-0163
|Vilhelm, Landgreve af Hessen-Kassel|0163
|Vilhelm I, Kurfyrste af Hessen|0163
|Vilhelm II, Kurfyrste af Hessen|0163
|Vilhelm I, Konge af Preussen og tysk Kejser|0163-0165
|Vilhelm II, tysk Kejser og Konge af Preussen|0165-0168
|Vilhelm, Friedrich V. Viktor August Ernst|0168
|Vilhelm I, Konge af Württemberg|0168
|Vilhelm II, Konge af Württemberg|0169
|Vilhelm, Hertug af Braunschweig|0169
|Vilhelm I, Fyrste af Albanien|0169
|Wilhelm, kaldet Meister W.|0169
|Wilhelm, Heinrich|0169
|Wilhelm, Karl|0169
|Vilhelm af Auxerre|0169
|Vilhelm af Conches|0169
|Vilhelm af Malmesbury|0169
|Vilhelm af Moerbeke|0169-0170
|Vilhelm af Poitiers|0170
|Vilhelm af Sabina|0170
|Vilhelm af Saint Thierry|0170
|Vilhelm af Shyreswood|0170
|Vilhelm af Tyrus|0170
|Vilhelm af Ware|0170
|Vilhelm de la Mare|0170
|Wilhelm d'or|0170
|Vilhelm fra Auvergne|0170
|Vilhelm fra Champeaux|0170
|Vilhelm fra Saint-Amour|0170
|Vilhelmine, Prinsesse af Danmark|0171
|Vilhelmine, Dronning af Nederlandene|0171
|Vilhelmi, August|0171
|Vilhelmsborg|0171
|Wilhelmsburg|0171
|Wilhelmsdorf|0171
|Wilhelmsen, Morten Wilhelm|0171-0172
|Wilhelmshaven|0172
|Wilhelmshöhe|0172
|Wilhelmson, Karl Vilhelm|0172
|Wilhelmus van Nassouwe|0172
|Wilhelmøen|0172
|Wilhem, Guillaume Louis Bocquillon|0172
|Vilhjálmr|0172
|Wilhjelm, Johannes Martin Fasting|0172
|Wilibald, Alexis|0173
|Wilja|0173
|Viljen|0173
|Viljeserklæring|0173-0174
|Viljesmangel|0174
|Viljesteorien|0174
|Viljui|0174
|Vilkaar|0174
|Vilkaarsforhandling|0174
|Vilkaviškis|0174
|Wilken, Charles Wilhelm Jonas|0174
|Wilkens, Alexander|0174-0175
|Wilkens, Claudius Edward Theodor|0175
|Wilkens, Julius Frederik Christian Emil|0175
|Wilkes, Charles|0176
|Wilkes, John|0176
|Wilkesbarre|0176
|Wilke's Land|0176
|Wilkie, David|0176-0177
|Wilkins, Charles|0177
|Wilkinsburg|0177
|Wilkinson, John Gardner|0177
|Vilkomir, Wilkomierz|0177
|Wilkowischki|0177
|Wilkuna, Kyösti|0177-0178
|Villa|0178
|Villa, Francesco|0178
|Villa-alta|0178
|Villa Argentina|0178
|Villa Borghese|0178
|Villacarillo|0178
|Villa Carlotta|0178
|Villach|0178
|Villa do Conde|0178
|Villadsen, Peder|0178
|Willaert, Adrian|0179
|Willaerts (flamske malere)|0179
